Time,P_messy,numstations,sum2res,sumres,sumerr,SCR_P_messy,int_P_messy,P,SCR_P,int_P
01-Jan-2008,NaN,0,NaN,NaN,NaN,NaN,NaN,744418.462836316,2550470.45096071,0
02-Jan-2008,-7596328.96916544,1,0.00289792879094955,0.0850629749747675,0.209273608215784,259431.213511498,0,788827.977304658,2199059.87058592,0
03-Jan-2008,-7272375.22395889,1,2.16420950767749e-06,0.00232458998857488,0.207773295792184,-91979.3668632983,0,833237.491773,1847649.29021112,0
04-Jan-2008,-7283361.59852881,5,0.000258660455049885,0.0451079061740641,1.05669060344452,-42252.5015955948,0,877647.006241342,1897376.15547882,0
05-Jan-2008,-7238952.08406046,5,7.21952154048369e-05,0.0242514654443362,0.815595488598481,-20559.798076523,0,922056.520709684,1919068.85899789,0
06-Jan-2008,-7259009.26248356,5,6.2242415995754e-05,0.0257493349067327,0.980632075414667,-17336.3804018119,0,901999.342286586,1922292.27667261,0
07-Jan-2008,-7238720.0692481,5,5.11741715584276e-05,0.0190502778374143,0.883078919032578,-48148.2012556264,0,922288.535522053,1891480.45581879,0
08-Jan-2008,-7157446.81023273,5,3.71718606052349e-05,0.0186960146213258,0.629024917448584,-127493.645299521,0,1003561.79453742,1812135.0117749,0
09-Jan-2008,-7204917.52071304,5,0.000197034253784995,0.0392160507994487,0.788616240266773,-3306.54057202072,0,956091.084057108,1936322.1165024,0
10-Jan-2008,-7140641.75797371,5,0.000112296623904285,0.0327840492099812,0.737477898564425,-102954.301069404,0,1020366.84679644,1836674.35600501,0
11-Jan-2008,-7289664.12222677,5,9.57727780158357e-05,0.0265441516920021,0.903261140214395,-17020.2233227981,0,871344.482543377,1922608.43375162,0
12-Jan-2008,-7323240.36699788,5,0.000156052271979116,0.0339445927259607,0.789853860424635,-107531.068193122,0,837768.237772271,1832097.58888129,0
13-Jan-2008,-7184322.04277001,5,0.000260620682049066,0.0531447803504215,0.88599063392606,-258103.356309861,0,976686.562000142,1681525.30076456,0
14-Jan-2008,-7379299.42804784,5,0.000384356795149071,0.0511131430747324,0.81146356772367,-86109.8179008311,0,781709.176722311,1853518.83917359,0
15-Jan-2008,-7282510.09648984,5,0.000201801770994526,0.0443583371205878,0.835674638500321,-177878.049324036,0,878498.508280312,1761750.60775038,0
16-Jan-2008,-7298893.94481882,5,0.000118622830116735,0.0341871249341325,0.716901716471157,-70778.404890393,0,862114.659951332,1868850.25218402,0
17-Jan-2008,-7201223.14118243,5,0.000158350550211082,0.0327630505898065,0.876963021660872,-147784.76203293,0,959785.463587718,1791843.89504149,0
18-Jan-2008,-7205120.77886361,5,0.000386668088833078,0.0673725020333309,0.789124546998112,33425.9233537925,0,955887.82590654,1973054.58042821,0
19-Jan-2008,-7203569.56541114,5,0.000378183105892649,0.0631222897263759,0.907141239961421,-117423.434528542,0,957439.039359008,1822205.22254587,0
20-Jan-2008,-7259965.86923225,5,7.14773945831654e-05,0.0285656551726743,0.937548845412893,-75446.2214889359,0,901042.735537895,1864182.43558548,0
21-Jan-2008,-7223321.93923732,5,9.93163204273437e-05,0.029753973163198,0.609028416091993,-213420.156765464,0,937686.665532827,1726208.50030895,0
22-Jan-2008,-7146381.47043358,5,0.000149508295005642,0.0386780204305799,1.15168303165465,-162726.401644358,0,1014627.13433656,1776902.25543006,0
23-Jan-2008,-7264569.71398997,5,0.000139307870639601,0.0349778368774823,0.88039354045711,-183693.500470644,0,896438.890780173,1755935.15660377,0
24-Jan-2008,-7299972.63220728,5,0.000107932238271323,0.0334190558142029,1.04454706436379,-207753.776568984,0,861035.972562872,1731874.88050543,0
25-Jan-2008,-7210840.73271128,5,6.21497188883279e-05,0.0226282719531393,0.864717493549966,-263149.876120971,0,950167.872058871,1676478.78095345,0
26-Jan-2008,-7197586.89005111,5,0.000164889875207211,0.034164022335498,0.904882230236959,-203512.954658121,0,963421.714719038,1736115.7024163,0
27-Jan-2008,-7120563.44531702,5,6.4846008283295e-05,0.0234744120235382,0.646660681977805,-313481.372421048,0,1040445.15945313,1626147.28465337,0
28-Jan-2008,-7007801.49836851,5,0.000241516087735915,0.0452956003527213,0.826586098326495,-466398.460855844,0,1153207.10640163,1473230.19621857,0
29-Jan-2008,-7287239.56435607,5,0.000382824362197344,0.0516245043788572,0.768639835854302,-262363.108639116,0,873769.040414081,1677265.5484353,0
30-Jan-2008,-7240354.20921467,5,0.000249833897970457,0.0518573797287935,1.1075962508268,-346498.8524181,0,920654.395555477,1593129.80465632,0
31-Jan-2008,-7421673.72348241,5,0.000226585192798789,0.0453835519346081,0.611535937957117,-138360.577500064,0,739334.881287741,1801268.07957435,0
01-Feb-2008,-7365414.33218734,5,8.51022193649844e-05,0.0281929900407099,0.705041076483593,-247200.257328727,0,795594.272582805,1692428.39974569,0
02-Feb-2008,-7163274.83457745,5,0.000255934739773055,0.0513425455344081,0.936711958253736,-220313.50554507,0,997733.7701927,1719315.15152935,0
03-Feb-2008,-7278918.2147688,5,0.000394972205392079,0.0652969508267848,0.978392818146476,-304906.473199731,0,882090.390001352,1634722.18387469,0
04-Feb-2008,-7093219.55982464,5,0.000132275931267801,0.0297095958680904,0.948359008492779,-380138.693404154,0,1067789.0449455,1559489.96367026,0
05-Feb-2008,-7329536.49173343,5,0.000116522267414296,0.0318325402173026,0.816763551275382,-306860.750877196,0,831472.113036718,1632767.90619722,0
06-Feb-2008,-7307286.23317079,5,8.22213204928746e-05,0.0299563220086389,0.793740694366621,-399852.934327306,0,853722.371599358,1539775.72274711,0
07-Feb-2008,-7161585.98248154,5,0.000106273223224165,0.0335570710380929,0.806171753336644,-379434.414420568,0,999422.622288608,1560194.24265385,0
08-Feb-2008,-7258101.30295886,5,0.000102343795985767,0.0335011009174113,0.922978264345902,-301303.232762566,0,902907.301811292,1638325.42431185,0
09-Feb-2008,-7338695.01429877,5,2.04447514370405e-05,0.0149738585094359,0.808118276654196,-308655.933694318,0,822313.590471377,1630972.7233801,0
10-Feb-2008,-7341567.23994644,5,5.11516303178238e-05,0.0225228293167546,1.01018484557765,-314695.81460031,0,819441.364823707,1624932.84247411,0
11-Feb-2008,-7193391.95450945,5,7.52249746667765e-05,0.0225002999482117,0.563437980144456,-428273.410496621,0,967616.650260697,1511355.2465778,0
12-Feb-2008,-7246812.94697104,5,5.56381853643014e-05,0.0239275908251254,1.08035465594799,-430091.175357482,0,914195.657799105,1509537.48171694,0
13-Feb-2008,-7220360.1590126,5,4.73426518668014e-05,0.0194254393553016,0.658705922955122,-379484.662758676,0,940648.44575755,1560143.99431574,0
14-Feb-2008,-7171923.37643038,5,0.000196244710455643,0.0397964503515289,0.906876568948143,-346187.469738769,0,989085.228339771,1593441.18733565,0
15-Feb-2008,-7297693.10680737,5,7.29682012816146e-05,0.0245898905111958,0.939855354954249,-329938.802513975,0,863315.497962778,1609689.85456044,0
16-Feb-2008,-7181783.03773049,5,6.1264171996202e-05,0.0251521704908791,0.848967085608438,-343080.709451722,0,979225.567039663,1596547.94762269,0
17-Feb-2008,-7152454.17962441,5,3.05150819700891e-05,0.018532974849569,0.870137213077608,-382359.339838554,0,1008554.42514574,1557269.31723586,0
18-Feb-2008,-7190616.37642246,5,2.47396953928815e-05,0.0144249418031694,1.03768502297987,-377100.842284641,0,970392.228347691,1562527.81478978,0
19-Feb-2008,-7137239.11738625,5,3.98363242711612e-05,0.0201852838928555,0.851857172896757,-432904.966133442,0,1023769.4873839,1506723.69094098,0
20-Feb-2008,-7144911.58118439,5,2.92785114606238e-05,0.0159826979385078,0.856065006554828,-457449.221773273,0,1016097.02358576,1482179.43530114,0
21-Feb-2008,-7214902.41694916,5,2.73919519152904e-05,0.0176968287248985,0.937440496853931,-435268.33727073,0,946106.187820992,1504360.31980369,0
22-Feb-2008,-7236206.04149221,5,5.57751806082714e-05,0.0237865021648272,0.950714528448257,-454259.230719804,0,924802.563277939,1485369.42635461,0
23-Feb-2008,-7192606.32837651,5,9.56620045750897e-05,0.0285681044789735,0.94829503788322,-489720.519070587,0,968402.27639364,1449908.13800383,0
24-Feb-2008,-7059126.61410731,5,0.000219046205969287,0.0396961258687003,0.879597339612271,-469501.966561243,0,1101881.99066284,1470126.69051317,0
25-Feb-2008,-7161940.23137186,5,0.000115088577448693,0.0276694185460022,0.790508421054998,-515017.773998624,0,999068.373398283,1424610.88307579,0
26-Feb-2008,-7276019.77656873,5,0.000127050160258354,0.0333833688745698,0.560198821237209,-326365.718051242,0,884988.828201422,1613262.93902317,0
