#reqtime=1732320360.978,2024-11-23 00:06:00.978,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=360&dataTypes.0=1104.7235723519698&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,OUTL_east,OUTL_north,OUTL_up
1276257600.000,2010-06-11 12:00:00,        -0.249205,         0.136314,         0.250206
1276344000.000,2010-06-12 12:00:00,        -0.245821,         0.134694,         0.253758
1276430400.000,2010-06-13 12:00:00,        -0.245659,         0.137973,         0.235629
1276516800.000,2010-06-14 12:00:00,        -0.246771,         0.139417,         0.246806
1276603200.000,2010-06-15 12:00:00,        -0.243067,         0.140158,         0.243689
1276689600.000,2010-06-16 12:00:00,        -0.248167,         0.137378,         0.248787
1276776000.000,2010-06-17 12:00:00,        -0.248525,         0.138427,         0.235138
1276862400.000,2010-06-18 12:00:00,        -0.247425,         0.140890,         0.239659
1276948800.000,2010-06-19 12:00:00,        -0.245580,         0.142956,         0.247292
1277035200.000,2010-06-20 12:00:00,        -0.247902,         0.141262,         0.248193
1277121600.000,2010-06-21 12:00:00,        -0.248739,         0.139628,         0.256029
1277208000.000,2010-06-22 12:00:00,        -0.248753,         0.137231,         0.251061
1277294400.000,2010-06-23 12:00:00,        -0.249993,         0.135491,         0.242581
1277380800.000,2010-06-24 12:00:00,        -0.251318,         0.129055,         0.248367
1277467200.000,2010-06-25 12:00:00,        -0.247223,         0.134959,         0.252287
1277553600.000,2010-06-26 12:00:00,        -0.244778,         0.139313,         0.242615
1277640000.000,2010-06-27 12:00:00,        -0.243793,         0.138890,         0.245798
1277726400.000,2010-06-28 12:00:00,        -0.245586,         0.142808,         0.240728
1277812800.000,2010-06-29 12:00:00,        -0.244727,         0.143950,         0.242023
1277899200.000,2010-06-30 12:00:00,        -0.245730,         0.142291,         0.245519
1277985600.000,2010-07-01 12:00:00,        -0.249511,         0.136333,         0.262288
1278072000.000,2010-07-02 12:00:00,        -0.245367,         0.140141,         0.246481
1278158400.000,2010-07-03 12:00:00,        -0.249584,         0.140435,         0.240640
1278244800.000,2010-07-04 12:00:00,        -0.246076,         0.146035,         0.240338
1278331200.000,2010-07-05 12:00:00,        -0.247231,         0.143314,         0.246123
1278417600.000,2010-07-06 12:00:00,        -0.248204,         0.140324,         0.247482
1278504000.000,2010-07-07 12:00:00,        -0.248769,         0.135410,         0.240746
1278590400.000,2010-07-08 12:00:00,        -0.243328,         0.138806,         0.245638
1278676800.000,2010-07-09 12:00:00,        -0.246320,         0.139988,         0.243609
1278763200.000,2010-07-10 12:00:00,        -0.247556,         0.140901,         0.242773
1278849600.000,2010-07-11 12:00:00,        -0.243436,         0.143287,         0.247132
1278936000.000,2010-07-12 12:00:00,        -0.242750,         0.142582,         0.252058
1279022400.000,2010-07-13 12:00:00,        -0.243928,         0.142933,         0.243956
1279108800.000,2010-07-14 12:00:00,        -0.243199,         0.143878,         0.235543
1279195200.000,2010-07-15 12:00:00,        -0.244825,         0.143506,         0.247986
1279281600.000,2010-07-16 12:00:00,        -0.245839,         0.142080,         0.240188
1279368000.000,2010-07-17 12:00:00,        -0.243341,         0.140809,         0.247039
1279454400.000,2010-07-18 12:00:00,        -0.241223,         0.140482,         0.239012
1279540800.000,2010-07-19 12:00:00,        -0.243795,         0.143769,         0.242690
1279627200.000,2010-07-20 12:00:00,        -0.244670,         0.143107,         0.232904
1279713600.000,2010-07-21 12:00:00,        -0.243241,         0.140056,         0.247411
1279800000.000,2010-07-22 12:00:00,        -0.245965,         0.138426,         0.236047
1279886400.000,2010-07-23 12:00:00,        -0.243873,         0.137909,         0.245894
1279972800.000,2010-07-24 12:00:00,        -0.244197,         0.136914,         0.247279
1280059200.000,2010-07-25 12:00:00,        -0.241897,         0.136305,         0.242587
1280145600.000,2010-07-26 12:00:00,        -0.243589,         0.134839,         0.233921
1280232000.000,2010-07-27 12:00:00,        -0.240642,         0.140124,         0.249293
1280318400.000,2010-07-28 12:00:00,        -0.242479,         0.140363,         0.234101
1280404800.000,2010-07-29 12:00:00,        -0.246070,         0.138616,         0.225581
1280491200.000,2010-07-30 12:00:00,        -0.248199,         0.138150,         0.247050
1280577600.000,2010-07-31 12:00:00,        -0.247882,         0.138069,         0.245145
1280664000.000,2010-08-01 12:00:00,        -0.245911,         0.139024,         0.253376
1280750400.000,2010-08-02 12:00:00,        -0.247314,         0.135001,         0.247581
1280836800.000,2010-08-03 12:00:00,        -0.247046,         0.133544,         0.239564
1280923200.000,2010-08-04 12:00:00,        -0.245549,         0.132871,         0.248595
1281009600.000,2010-08-05 12:00:00,        -0.244570,         0.136114,         0.243806
1281096000.000,2010-08-06 12:00:00,        -0.241109,         0.137663,         0.238595
1281182400.000,2010-08-07 12:00:00,        -0.244275,         0.140728,         0.246652
1281268800.000,2010-08-08 12:00:00,        -0.242414,         0.136545,         0.253315
1281355200.000,2010-08-09 12:00:00,        -0.247218,         0.135285,         0.240444
1281441600.000,2010-08-10 12:00:00,        -0.243872,         0.137418,         0.250512
1281528000.000,2010-08-11 12:00:00,        -0.246404,         0.138265,         0.232835
1281614400.000,2010-08-12 12:00:00,        -0.249706,         0.135205,         0.245354
1281700800.000,2010-08-13 12:00:00,        -0.243132,         0.137189,         0.249121
1281787200.000,2010-08-14 12:00:00,        -0.244285,         0.133416,         0.239359
1281873600.000,2010-08-15 12:00:00,        -0.243765,         0.137548,         0.235784
1281960000.000,2010-08-16 12:00:00,        -0.244116,         0.137077,         0.241678
1282046400.000,2010-08-17 12:00:00,        -0.243363,         0.138314,         0.239877
1282132800.000,2010-08-18 12:00:00,        -0.240908,         0.138529,         0.240440
1282219200.000,2010-08-19 12:00:00,        -0.244114,         0.138770,         0.235481
1282305600.000,2010-08-20 12:00:00,        -0.245968,         0.132934,         0.243097
1282392000.000,2010-08-21 12:00:00,        -0.244840,         0.136402,         0.239672
1282478400.000,2010-08-22 12:00:00,        -0.244351,         0.134154,         0.247730
1282564800.000,2010-08-23 12:00:00,        -0.243843,         0.136141,         0.233547
1282651200.000,2010-08-24 12:00:00,        -0.244920,         0.137818,         0.229861
1282737600.000,2010-08-25 12:00:00,        -0.243216,         0.135852,         0.234847
1282824000.000,2010-08-26 12:00:00,        -0.244484,         0.134597,         0.244705
1282910400.000,2010-08-27 12:00:00,        -0.244913,         0.135813,         0.221639
1282996800.000,2010-08-28 12:00:00,        -0.243924,         0.138316,         0.236277
1283083200.000,2010-08-29 12:00:00,        -0.240707,         0.135372,         0.247692
1283169600.000,2010-08-30 12:00:00,        -0.242790,         0.133932,         0.245660
1283256000.000,2010-08-31 12:00:00,        -0.243269,         0.135179,         0.240713
1283342400.000,2010-09-01 12:00:00,        -0.242315,         0.136735,         0.232401
1283428800.000,2010-09-02 12:00:00,        -0.240292,         0.133831,         0.237777
1283515200.000,2010-09-03 12:00:00,        -0.244480,         0.135858,         0.239255
1283601600.000,2010-09-04 12:00:00,        -0.244117,         0.132991,         0.243813
1283688000.000,2010-09-05 12:00:00,        -0.245539,         0.130400,         0.236112
1283774400.000,2010-09-06 12:00:00,        -0.241755,         0.135164,         0.240109
1283860800.000,2010-09-07 12:00:00,        -0.242759,         0.133830,         0.234560
1283947200.000,2010-09-08 12:00:00,        -0.242575,         0.130617,         0.241634
1284033600.000,2010-09-09 12:00:00,        -0.244382,         0.131258,         0.242441
1284120000.000,2010-09-10 12:00:00,        -0.243278,         0.132444,         0.244590
1284206400.000,2010-09-11 12:00:00,        -0.241392,         0.132217,         0.231202
1284292800.000,2010-09-12 12:00:00,        -0.242735,         0.131157,         0.244744
1284379200.000,2010-09-13 12:00:00,        -0.240599,         0.133268,         0.239085
1284465600.000,2010-09-14 12:00:00,        -0.242210,         0.133358,         0.244189
1284552000.000,2010-09-15 12:00:00,        -0.243384,         0.129564,         0.234862
1284638400.000,2010-09-16 12:00:00,        -0.243857,         0.128398,         0.237321
1284724800.000,2010-09-17 12:00:00,        -0.241527,         0.129961,         0.239194
1284811200.000,2010-09-18 12:00:00,        -0.244799,         0.128646,         0.238725
1284897600.000,2010-09-19 12:00:00,        -0.243140,         0.128307,         0.240309
1284984000.000,2010-09-20 12:00:00,        -0.240542,         0.129064,         0.234311
1285070400.000,2010-09-21 12:00:00,        -0.240757,         0.128968,         0.237517
1285156800.000,2010-09-22 12:00:00,        -0.242162,         0.129279,         0.233911
1285243200.000,2010-09-23 12:00:00,        -0.242505,         0.133823,         0.231831
1285329600.000,2010-09-24 12:00:00,        -0.239605,         0.129280,         0.235264
1285416000.000,2010-09-25 12:00:00,        -0.241331,         0.131724,         0.232218
1285502400.000,2010-09-26 12:00:00,        -0.243549,         0.129132,         0.228658
1285588800.000,2010-09-27 12:00:00,        -0.241738,         0.129821,         0.237751
1285675200.000,2010-09-28 12:00:00,        -0.238519,         0.128494,         0.235364
1285761600.000,2010-09-29 12:00:00,        -0.240672,         0.130462,         0.245565
1285848000.000,2010-09-30 12:00:00,        -0.240647,         0.127553,         0.242252
1285934400.000,2010-10-01 12:00:00,        -0.242869,         0.129979,         0.234670
1286020800.000,2010-10-02 12:00:00,        -0.243272,         0.130375,         0.236829
1286107200.000,2010-10-03 12:00:00,        -0.239569,         0.128291,         0.232182
1286193600.000,2010-10-04 12:00:00,        -0.239822,         0.129227,         0.241922
1286280000.000,2010-10-05 12:00:00,        -0.242538,         0.129028,         0.234467
1286366400.000,2010-10-06 12:00:00,        -0.241406,         0.129010,         0.236752
1286452800.000,2010-10-07 12:00:00,        -0.243094,         0.128466,         0.240799
1286539200.000,2010-10-08 12:00:00,        -0.241196,         0.128297,         0.230340
1286625600.000,2010-10-09 12:00:00,        -0.239019,         0.128537,         0.236262
1286712000.000,2010-10-10 12:00:00,        -0.242674,         0.124627,         0.243076
1286798400.000,2010-10-11 12:00:00,        -0.245757,         0.120926,         0.220102
1286884800.000,2010-10-12 12:00:00,        -0.242643,         0.129774,         0.233657
1286971200.000,2010-10-13 12:00:00,        -0.241806,         0.127674,         0.237202
1287057600.000,2010-10-14 12:00:00,        -0.240910,         0.129132,         0.225134
1287144000.000,2010-10-15 12:00:00,        -0.240117,         0.128872,         0.242005
1287230400.000,2010-10-16 12:00:00,        -0.240010,         0.128586,         0.237941
1287316800.000,2010-10-17 12:00:00,        -0.240032,         0.128109,         0.224579
1287403200.000,2010-10-18 12:00:00,        -0.240357,         0.130900,         0.216479
1287489600.000,2010-10-19 12:00:00,        -0.239624,         0.128092,         0.223141
1287576000.000,2010-10-20 12:00:00,        -0.237477,         0.131069,         0.242301
1287662400.000,2010-10-21 12:00:00,        -0.237701,         0.130426,         0.227609
1287748800.000,2010-10-22 12:00:00,        -0.236323,         0.127304,         0.229963
1287835200.000,2010-10-23 12:00:00,        -0.240763,         0.126205,         0.226339
1287921600.000,2010-10-24 12:00:00,        -0.243013,         0.130314,         0.234458
1288008000.000,2010-10-25 12:00:00,        -0.239189,         0.123424,         0.226641
1288094400.000,2010-10-26 12:00:00,        -0.241592,         0.124095,         0.237085
1288180800.000,2010-10-27 12:00:00,        -0.237461,         0.124241,         0.222501
1288267200.000,2010-10-28 12:00:00,        -0.239305,         0.126576,         0.236940
1288353600.000,2010-10-29 12:00:00,        -0.241003,         0.124154,         0.243864
1288440000.000,2010-10-30 12:00:00,        -0.241025,         0.128256,         0.233059
1288526400.000,2010-10-31 12:00:00,        -0.239419,         0.129684,         0.227939
1288612800.000,2010-11-01 12:00:00,        -0.236558,         0.129669,         0.225721
1288699200.000,2010-11-02 12:00:00,        -0.239454,         0.125811,         0.227825
1288785600.000,2010-11-03 12:00:00,        -0.239563,         0.126430,         0.236106
1288872000.000,2010-11-04 12:00:00,        -0.241224,         0.123215,         0.225813
1288958400.000,2010-11-05 12:00:00,        -0.242937,         0.124104,         0.216801
1289044800.000,2010-11-06 12:00:00,        -0.236733,         0.130193,         0.218462
1289131200.000,2010-11-07 12:00:00,        -0.241005,         0.122622,         0.234271
1289217600.000,2010-11-08 12:00:00,        -0.244045,         0.122666,         0.227175
1289304000.000,2010-11-09 12:00:00,        -0.239494,         0.125887,         0.241154
1289390400.000,2010-11-10 12:00:00,        -0.243318,         0.123679,         0.238944
1289476800.000,2010-11-11 12:00:00,        -0.239506,         0.125459,         0.237388
1289563200.000,2010-11-12 12:00:00,        -0.240555,         0.122481,         0.227122
1289649600.000,2010-11-13 12:00:00,        -0.241812,         0.124231,         0.214863
1289736000.000,2010-11-14 12:00:00,        -0.236886,         0.124396,         0.216462
1289822400.000,2010-11-15 12:00:00,        -0.239946,         0.129986,         0.220087
1289908800.000,2010-11-16 12:00:00,        -0.234945,         0.126736,         0.226591
1289995200.000,2010-11-17 12:00:00,        -0.238946,         0.123981,         0.240581
1290081600.000,2010-11-18 12:00:00,        -0.237743,         0.124109,         0.223356
1290168000.000,2010-11-19 12:00:00,        -0.238331,         0.125439,         0.218163
1290254400.000,2010-11-20 12:00:00,        -0.238988,         0.122261,         0.228050
1290340800.000,2010-11-21 12:00:00,        -0.238412,         0.120349,         0.231722
1290427200.000,2010-11-22 12:00:00,        -0.237828,         0.121804,         0.223406
1290513600.000,2010-11-23 12:00:00,        -0.239476,         0.122107,         0.231074
1290600000.000,2010-11-24 12:00:00,        -0.240462,         0.121296,         0.225536
1290686400.000,2010-11-25 12:00:00,        -0.234936,         0.120200,         0.236146
1290772800.000,2010-11-26 12:00:00,        -0.237890,         0.119890,         0.227331
1290859200.000,2010-11-27 12:00:00,        -0.237510,         0.116491,         0.234799
1290945600.000,2010-11-28 12:00:00,        -0.239074,         0.119156,         0.230427
1291032000.000,2010-11-29 12:00:00,        -0.240311,         0.119526,         0.223381
1291118400.000,2010-11-30 12:00:00,        -0.239157,         0.119970,         0.222512
1291204800.000,2010-12-01 12:00:00,        -0.237619,         0.116675,         0.230630
1291291200.000,2010-12-02 12:00:00,        -0.244018,         0.118131,         0.222726
1291377600.000,2010-12-03 12:00:00,        -0.240655,         0.116494,         0.243783
1291464000.000,2010-12-04 12:00:00,        -0.243725,         0.114219,         0.234676
1291550400.000,2010-12-05 12:00:00,        -0.241595,         0.115290,         0.231490
1291636800.000,2010-12-06 12:00:00,        -0.238754,         0.116420,         0.228403
1291723200.000,2010-12-07 12:00:00,        -0.239390,         0.113882,         0.229253
1291809600.000,2010-12-08 12:00:00,        -0.239843,         0.116535,         0.227658
1291896000.000,2010-12-09 12:00:00,        -0.239564,         0.115265,         0.215107
1291982400.000,2010-12-10 12:00:00,        -0.239250,         0.116905,         0.225240
1292241600.000,2010-12-13 12:00:00,        -0.240400,         0.112705,         0.230851
1292328000.000,2010-12-14 12:00:00,        -0.238428,         0.114419,         0.230986
1292414400.000,2010-12-15 12:00:00,        -0.239137,         0.114439,         0.225542
1292500800.000,2010-12-16 12:00:00,        -0.239597,         0.114159,         0.234478
1292587200.000,2010-12-17 12:00:00,        -0.240344,         0.112550,         0.230952
1292673600.000,2010-12-18 12:00:00,        -0.239905,         0.112852,         0.234081
1292760000.000,2010-12-19 12:00:00,        -0.237575,         0.111943,         0.223654
1292846400.000,2010-12-20 12:00:00,        -0.239142,         0.113611,         0.229374
1292932800.000,2010-12-21 12:00:00,        -0.240043,         0.113001,         0.228875
1293019200.000,2010-12-22 12:00:00,        -0.241346,         0.113995,         0.239282
1293105600.000,2010-12-23 12:00:00,        -0.237467,         0.111292,         0.230478
1293192000.000,2010-12-24 12:00:00,        -0.240825,         0.112883,         0.230292
1293278400.000,2010-12-25 12:00:00,        -0.237689,         0.116634,         0.240043
1293364800.000,2010-12-26 12:00:00,        -0.239748,         0.114563,         0.235447
1293451200.000,2010-12-27 12:00:00,        -0.239068,         0.111247,         0.240562
1293537600.000,2010-12-28 12:00:00,        -0.237579,         0.112301,         0.240201
1293624000.000,2010-12-29 12:00:00,        -0.239710,         0.110901,         0.230055
1293710400.000,2010-12-30 12:00:00,        -0.241697,         0.107150,         0.238318
1293796800.000,2010-12-31 12:00:00,        -0.239101,         0.109019,         0.235451
1293883200.000,2011-01-01 12:00:00,        -0.237539,         0.109520,         0.229243
1293969600.000,2011-01-02 12:00:00,        -0.239149,         0.109340,         0.224587
1294056000.000,2011-01-03 12:00:00,        -0.238832,         0.105632,         0.237567
1294142400.000,2011-01-04 12:00:00,        -0.238634,         0.106373,         0.229208
1294228800.000,2011-01-05 12:00:00,        -0.240075,         0.105589,         0.215931
1294315200.000,2011-01-06 12:00:00,        -0.238821,         0.108534,         0.229260
1294401600.000,2011-01-07 12:00:00,        -0.235406,         0.108355,         0.238293
1294488000.000,2011-01-08 12:00:00,        -0.239816,         0.108234,         0.233999
1294574400.000,2011-01-09 12:00:00,        -0.238456,         0.104875,         0.240688
1294660800.000,2011-01-10 12:00:00,        -0.238089,         0.109049,         0.228967
1294747200.000,2011-01-11 12:00:00,        -0.240109,         0.110112,         0.239630
1294833600.000,2011-01-12 12:00:00,        -0.242483,         0.109820,         0.244912
1294920000.000,2011-01-13 12:00:00,        -0.242332,         0.106095,         0.221429
1295006400.000,2011-01-14 12:00:00,        -0.238620,         0.104073,         0.241116
1295092800.000,2011-01-15 12:00:00,        -0.241560,         0.103625,         0.240532
1295179200.000,2011-01-16 12:00:00,        -0.239205,         0.104943,         0.234866
1295352000.000,2011-01-18 12:00:00,        -0.242104,         0.103715,         0.238934
1295438400.000,2011-01-19 12:00:00,        -0.241093,         0.102629,         0.241036
1295524800.000,2011-01-20 12:00:00,        -0.236125,         0.102878,         0.241731
1295611200.000,2011-01-21 12:00:00,        -0.242502,         0.103561,         0.234443
1295697600.000,2011-01-22 12:00:00,        -0.241368,         0.103950,         0.226381
1295784000.000,2011-01-23 12:00:00,        -0.242525,         0.099712,         0.231501
1295870400.000,2011-01-24 12:00:00,        -0.239707,         0.100735,         0.244289
1295956800.000,2011-01-25 12:00:00,        -0.242685,         0.101864,         0.236038
1296043200.000,2011-01-26 12:00:00,        -0.243045,         0.101473,         0.238796
1296129600.000,2011-01-27 12:00:00,        -0.244006,         0.100214,         0.233561
1296216000.000,2011-01-28 12:00:00,        -0.243251,         0.097964,         0.237672
1296302400.000,2011-01-29 12:00:00,        -0.238629,         0.100304,         0.240647
1296388800.000,2011-01-30 12:00:00,        -0.242942,         0.098946,         0.236507
1296475200.000,2011-01-31 12:00:00,        -0.240792,         0.101231,         0.239951
1296561600.000,2011-02-01 12:00:00,        -0.246795,         0.094188,         0.257593
1296648000.000,2011-02-02 12:00:00,        -0.238996,         0.097201,         0.237513
1296734400.000,2011-02-03 12:00:00,        -0.239895,         0.095230,         0.247669
1296820800.000,2011-02-04 12:00:00,        -0.239739,         0.096096,         0.246957
1296907200.000,2011-02-05 12:00:00,        -0.241527,         0.094562,         0.234787
1296993600.000,2011-02-06 12:00:00,        -0.241060,         0.093485,         0.245065
1297080000.000,2011-02-07 12:00:00,        -0.242033,         0.094250,         0.243803
1297166400.000,2011-02-08 12:00:00,        -0.243037,         0.094712,         0.236052
1297252800.000,2011-02-09 12:00:00,        -0.242247,         0.091746,         0.241217
1297339200.000,2011-02-10 12:00:00,        -0.243558,         0.088574,         0.243665
1297425600.000,2011-02-11 12:00:00,        -0.240144,         0.087393,         0.256753
1297512000.000,2011-02-12 12:00:00,        -0.240072,         0.088951,         0.256694
1297598400.000,2011-02-13 12:00:00,        -0.245836,         0.086675,         0.252805
1297684800.000,2011-02-14 12:00:00,        -0.247208,         0.085328,         0.247132
1297771200.000,2011-02-15 12:00:00,        -0.243863,         0.086537,         0.249992
1297857600.000,2011-02-16 12:00:00,        -0.243139,         0.085297,         0.254673
1297944000.000,2011-02-17 12:00:00,        -0.242628,         0.087617,         0.251981
1298030400.000,2011-02-18 12:00:00,        -0.246418,         0.087155,         0.250001
1298116800.000,2011-02-19 12:00:00,        -0.247591,         0.092191,         0.255121
1298203200.000,2011-02-20 12:00:00,        -0.246408,         0.090904,         0.250210
1298289600.000,2011-02-21 12:00:00,        -0.247527,         0.091071,         0.249193
1298376000.000,2011-02-22 12:00:00,        -0.246741,         0.092146,         0.245059
1298462400.000,2011-02-23 12:00:00,        -0.246227,         0.087526,         0.260258
1298548800.000,2011-02-24 12:00:00,        -0.244061,         0.083852,         0.256667
1298635200.000,2011-02-25 12:00:00,        -0.248610,         0.084257,         0.255953
1298721600.000,2011-02-26 12:00:00,        -0.249467,         0.090739,         0.247824
1298808000.000,2011-02-27 12:00:00,        -0.245974,         0.088221,         0.254258
1298894400.000,2011-02-28 12:00:00,        -0.248977,         0.085146,         0.255050
1298980800.000,2011-03-01 12:00:00,        -0.251698,         0.084611,         0.257193
1299067200.000,2011-03-02 12:00:00,        -0.254747,         0.080136,         0.261360
1299153600.000,2011-03-03 12:00:00,        -0.255226,         0.080575,         0.250347
1299240000.000,2011-03-04 12:00:00,        -0.252492,         0.079132,         0.256760
1299326400.000,2011-03-05 12:00:00,        -0.249767,         0.070561,         0.281998
1299412800.000,2011-03-06 12:00:00,        -0.249846,         0.098820,         0.264121
1299499200.000,2011-03-07 12:00:00,        -0.252930,         0.120533,         0.244242
1299585600.000,2011-03-08 12:00:00,        -0.242654,         0.130519,         0.243654
1299672000.000,2011-03-09 12:00:00,        -0.246639,         0.128640,         0.242584
1299758400.000,2011-03-10 12:00:00,        -0.247881,         0.131974,         0.236381
1299931200.000,2011-03-12 12:00:00,        -0.243383,         0.137752,         0.229057
1300017600.000,2011-03-13 12:00:00,        -0.240083,         0.135125,         0.231057
1300104000.000,2011-03-14 12:00:00,        -0.237789,         0.132869,         0.228571
1300190400.000,2011-03-15 12:00:00,        -0.241239,         0.128757,         0.230278
1300276800.000,2011-03-16 12:00:00,        -0.242790,         0.126639,         0.225519
1300363200.000,2011-03-17 12:00:00,        -0.242769,         0.124744,         0.232705
1300449600.000,2011-03-18 12:00:00,        -0.240722,         0.129787,         0.224812
1300536000.000,2011-03-19 12:00:00,        -0.234909,         0.131125,         0.221616
1300622400.000,2011-03-20 12:00:00,        -0.240493,         0.130086,         0.227332
1300708800.000,2011-03-21 12:00:00,        -0.242278,         0.122963,         0.235198
1300795200.000,2011-03-22 12:00:00,        -0.233523,         0.124253,         0.242933
1300881600.000,2011-03-23 12:00:00,        -0.234730,         0.126284,         0.219965
1300968000.000,2011-03-24 12:00:00,        -0.239124,         0.125325,         0.222926
1301054400.000,2011-03-25 12:00:00,        -0.240583,         0.127921,         0.223859
1301140800.000,2011-03-26 12:00:00,        -0.240354,         0.122443,         0.233671
1301227200.000,2011-03-27 12:00:00,        -0.238698,         0.121335,         0.222956
1301313600.000,2011-03-28 12:00:00,        -0.236341,         0.125631,         0.234793
1301400000.000,2011-03-29 12:00:00,        -0.241158,         0.128964,         0.232471
1301486400.000,2011-03-30 12:00:00,        -0.238656,         0.127867,         0.231691
1301572800.000,2011-03-31 12:00:00,        -0.239070,         0.122169,         0.226839
1301659200.000,2011-04-01 12:00:00,        -0.240146,         0.121955,         0.223349
1301745600.000,2011-04-02 12:00:00,        -0.237365,         0.126501,         0.215017
1301832000.000,2011-04-03 12:00:00,        -0.241083,         0.125139,         0.224802
1301918400.000,2011-04-04 12:00:00,        -0.238397,         0.120324,         0.222987
1302004800.000,2011-04-05 12:00:00,        -0.235699,         0.121096,         0.226265
1302091200.000,2011-04-06 12:00:00,        -0.234896,         0.116845,         0.221908
1302177600.000,2011-04-07 12:00:00,        -0.237100,         0.116682,         0.234069
1302264000.000,2011-04-08 12:00:00,        -0.239295,         0.113004,         0.225139
1302350400.000,2011-04-09 12:00:00,        -0.235773,         0.112898,         0.230978
1302436800.000,2011-04-10 12:00:00,        -0.239368,         0.114339,         0.228441
1302523200.000,2011-04-11 12:00:00,        -0.238765,         0.114809,         0.228235
1302609600.000,2011-04-12 12:00:00,        -0.239012,         0.115155,         0.221081
1302696000.000,2011-04-13 12:00:00,        -0.236351,         0.113179,         0.231469
1302782400.000,2011-04-14 12:00:00,        -0.238056,         0.113178,         0.221516
1302868800.000,2011-04-15 12:00:00,        -0.238307,         0.114809,         0.223383
1302955200.000,2011-04-16 12:00:00,        -0.238117,         0.114752,         0.230022
1303041600.000,2011-04-17 12:00:00,        -0.239072,         0.114266,         0.233695
1303128000.000,2011-04-18 12:00:00,        -0.240978,         0.112122,         0.222802
1303300800.000,2011-04-20 12:00:00,        -0.238630,         0.109155,         0.232140
1303387200.000,2011-04-21 12:00:00,        -0.237738,         0.109163,         0.230213
1303473600.000,2011-04-22 12:00:00,        -0.239922,         0.111300,         0.233189
1303560000.000,2011-04-23 12:00:00,        -0.239238,         0.110738,         0.234735
1303646400.000,2011-04-24 12:00:00,        -0.238155,         0.111554,         0.232384
1303732800.000,2011-04-25 12:00:00,        -0.237301,         0.109098,         0.227478
1303819200.000,2011-04-26 12:00:00,        -0.236983,         0.108251,         0.232453
1303905600.000,2011-04-27 12:00:00,        -0.240252,         0.109887,         0.232278
1303992000.000,2011-04-28 12:00:00,        -0.239434,         0.107769,         0.230727
1304078400.000,2011-04-29 12:00:00,        -0.239121,         0.108968,         0.231870
1304164800.000,2011-04-30 12:00:00,        -0.234009,         0.109704,         0.212490
1304251200.000,2011-05-01 12:00:00,        -0.238507,         0.105880,         0.222486
1304337600.000,2011-05-02 12:00:00,        -0.237738,         0.107616,         0.217019
1304424000.000,2011-05-03 12:00:00,        -0.237840,         0.108565,         0.237042
1304510400.000,2011-05-04 12:00:00,        -0.240689,         0.108416,         0.243237
1304596800.000,2011-05-05 12:00:00,        -0.236714,         0.105578,         0.242766
1304683200.000,2011-05-06 12:00:00,        -0.238231,         0.105174,         0.243577
1304769600.000,2011-05-07 12:00:00,        -0.239170,         0.103011,         0.237939
1304856000.000,2011-05-08 12:00:00,        -0.240513,         0.102071,         0.231920
1304942400.000,2011-05-09 12:00:00,        -0.238757,         0.103246,         0.230722
1305028800.000,2011-05-10 12:00:00,        -0.238254,         0.103919,         0.231825
1305115200.000,2011-05-11 12:00:00,        -0.235974,         0.103234,         0.233343
1305201600.000,2011-05-12 12:00:00,        -0.240404,         0.104490,         0.231179
1305288000.000,2011-05-13 12:00:00,        -0.239175,         0.104134,         0.221740
1305374400.000,2011-05-14 12:00:00,        -0.237744,         0.102819,         0.233681
1305460800.000,2011-05-15 12:00:00,        -0.238106,         0.101855,         0.229496
1305547200.000,2011-05-16 12:00:00,        -0.238381,         0.099859,         0.231646
1305633600.000,2011-05-17 12:00:00,        -0.234990,         0.101460,         0.232043
1305720000.000,2011-05-18 12:00:00,        -0.238377,         0.098478,         0.237522
1305806400.000,2011-05-19 12:00:00,        -0.239878,         0.099399,         0.229513
1305892800.000,2011-05-20 12:00:00,        -0.240183,         0.099868,         0.239703
1305979200.000,2011-05-21 12:00:00,        -0.236848,         0.096017,         0.220333
1306065600.000,2011-05-22 12:00:00,        -0.238184,         0.096428,         0.222890
1306152000.000,2011-05-23 12:00:00,        -0.241264,         0.096075,         0.241621
