#reqtime=1732320273.221,2024-11-23 00:04:33.221,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=438&dataTypes.0=1099.5926440395415&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,CALS_east,CALS_north,CALS_up
1528804800.000,2018-06-12 12:00:00,        33.736819,       -21.959834,       127.724873
1528891200.000,2018-06-13 12:00:00,        33.483448,       -21.796336,       127.227467
1528977600.000,2018-06-14 12:00:00,        33.214396,       -21.624932,       126.634312
1529064000.000,2018-06-15 12:00:00,        32.881698,       -21.429867,       125.900006
1529150400.000,2018-06-16 12:00:00,        32.499214,       -21.186884,       124.942940
1529236800.000,2018-06-17 12:00:00,        32.254240,       -20.952411,       124.214536
1529323200.000,2018-06-18 12:00:00,        31.964464,       -20.710015,       123.419359
1529409600.000,2018-06-19 12:00:00,        31.677294,       -20.426435,       122.440778
1529496000.000,2018-06-20 12:00:00,        31.232989,       -20.030972,       121.241685
1529582400.000,2018-06-21 12:00:00,        30.872970,       -19.615107,       120.005024
1529755200.000,2018-06-23 12:00:00,        29.678306,       -18.333906,       116.096957
1529841600.000,2018-06-24 12:00:00,        29.067064,       -17.575020,       114.003277
1529928000.000,2018-06-25 12:00:00,        28.229064,       -16.637454,       110.918268
1530014400.000,2018-06-26 12:00:00,        27.269297,       -15.763804,       107.407951
1530187200.000,2018-06-28 12:00:00,        25.919674,       -14.896177,       102.145229
1530273600.000,2018-06-29 12:00:00,        24.982638,       -14.252291,        98.834774
1530360000.000,2018-06-30 12:00:00,        24.117984,       -13.503229,        95.944705
1530532800.000,2018-07-02 12:00:00,        22.817114,       -12.962186,        90.401096
1530792000.000,2018-07-05 12:00:00,        20.449268,       -11.635791,        79.820052
1530878400.000,2018-07-06 12:00:00,        19.713442,       -11.275177,        76.723420
1531051200.000,2018-07-08 12:00:00,        18.585220,       -10.732585,        71.685065
1531137600.000,2018-07-09 12:00:00,        17.821959,       -10.364766,        68.033079
1531224000.000,2018-07-10 12:00:00,        16.937056,        -9.842647,        64.572359
1531396800.000,2018-07-12 12:00:00,        15.793824,        -9.364665,        59.388322
1531483200.000,2018-07-13 12:00:00,        15.023379,        -8.910377,        55.708311
1531656000.000,2018-07-15 12:00:00,        13.903161,        -8.403883,        50.863305
1531742400.000,2018-07-16 12:00:00,        13.015827,        -7.889078,        47.349464
1531828800.000,2018-07-17 12:00:00,        12.123881,        -7.379429,        43.813822
1532001600.000,2018-07-19 12:00:00,        10.812970,        -6.706683,        38.922028
1532174400.000,2018-07-21 12:00:00,         9.335967,        -5.921707,        33.415880
1532260800.000,2018-07-22 12:00:00,         8.263972,        -5.193210,        29.809212
1532433600.000,2018-07-24 12:00:00,         6.909034,        -4.399296,        25.204613
1532520000.000,2018-07-25 12:00:00,         5.846529,        -3.648793,        21.385415
1532692800.000,2018-07-27 12:00:00,         4.475727,        -2.812713,        16.544806
1532779200.000,2018-07-28 12:00:00,         4.098522,        -2.682495,        15.519021
1532865600.000,2018-07-29 12:00:00,         3.124186,        -1.956463,        11.933581
1533038400.000,2018-07-31 12:00:00,         1.928277,        -1.174630,         7.324047
1533124800.000,2018-08-01 12:00:00,         0.912496,        -0.455294,         3.864343
1533211200.000,2018-08-02 12:00:00,         0.671185,        -0.361811,         2.922681
1533470400.000,2018-08-05 12:00:00,        -0.545323,         0.516066,        -1.586866
1533556800.000,2018-08-06 12:00:00,        -0.550332,         0.517002,        -1.596577
1533643200.000,2018-08-07 12:00:00,        -0.557807,         0.514153,        -1.608308
1533729600.000,2018-08-08 12:00:00,        -0.563214,         0.511615,        -1.620965
1533816000.000,2018-08-09 12:00:00,        -0.567910,         0.502580,        -1.618480
1533902400.000,2018-08-10 12:00:00,        -0.564179,         0.499603,        -1.615365
1533988800.000,2018-08-11 12:00:00,        -0.568754,         0.501167,        -1.642249
1534075200.000,2018-08-12 12:00:00,        -0.569275,         0.501331,        -1.633709
1534161600.000,2018-08-13 12:00:00,        -0.572944,         0.498255,        -1.651626
1534248000.000,2018-08-14 12:00:00,        -0.574489,         0.495583,        -1.649998
1534334400.000,2018-08-15 12:00:00,        -0.572081,         0.492843,        -1.631070
1534420800.000,2018-08-16 12:00:00,        -0.572902,         0.490145,        -1.648598
1534507200.000,2018-08-17 12:00:00,        -0.575648,         0.491532,        -1.669036
1534593600.000,2018-08-18 12:00:00,        -0.575270,         0.488466,        -1.645141
1534680000.000,2018-08-19 12:00:00,        -0.574311,         0.481421,        -1.646379
1534766400.000,2018-08-20 12:00:00,        -0.571714,         0.484343,        -1.669743
1534852800.000,2018-08-21 12:00:00,        -0.577072,         0.485792,        -1.680312
1534939200.000,2018-08-22 12:00:00,        -0.575585,         0.482751,        -1.658608
1535025600.000,2018-08-23 12:00:00,        -0.575205,         0.472581,        -1.684758
1535112000.000,2018-08-24 12:00:00,        -0.577047,         0.473864,        -1.666509
1535284800.000,2018-08-26 12:00:00,        -0.580129,         0.477045,        -1.687375
1535371200.000,2018-08-27 12:00:00,        -0.584065,         0.483894,        -1.676182
1535457600.000,2018-08-28 12:00:00,        -0.582203,         0.477715,        -1.693753
1535544000.000,2018-08-29 12:00:00,        -0.585797,         0.477346,        -1.710575
1535630400.000,2018-08-30 12:00:00,        -0.587305,         0.477155,        -1.710589
1535716800.000,2018-08-31 12:00:00,        -0.589576,         0.469499,        -1.711618
1535803200.000,2018-09-01 12:00:00,        -0.590252,         0.472761,        -1.700232
1535889600.000,2018-09-02 12:00:00,        -0.593780,         0.468977,        -1.706450
1535976000.000,2018-09-03 12:00:00,        -0.592878,         0.468523,        -1.705733
1536062400.000,2018-09-04 12:00:00,        -0.592667,         0.469046,        -1.705000
1536148800.000,2018-09-05 12:00:00,        -0.594170,         0.470769,        -1.727301
1536235200.000,2018-09-06 12:00:00,        -0.595944,         0.471197,        -1.721154
1536321600.000,2018-09-07 12:00:00,        -0.594201,         0.461324,        -1.729709
1536408000.000,2018-09-08 12:00:00,        -0.594009,         0.461308,        -1.711572
1536494400.000,2018-09-09 12:00:00,        -0.587462,         0.460476,        -1.707768
1536580800.000,2018-09-10 12:00:00,        -0.593611,         0.460857,        -1.719829
1536667200.000,2018-09-11 12:00:00,        -0.594318,         0.455151,        -1.728228
1536753600.000,2018-09-12 12:00:00,        -0.592723,         0.452052,        -1.721451
1536840000.000,2018-09-13 12:00:00,        -0.596827,         0.455150,        -1.706931
1536926400.000,2018-09-14 12:00:00,        -0.594042,         0.461175,        -1.733718
1537012800.000,2018-09-15 12:00:00,        -0.597313,         0.455770,        -1.726681
1537099200.000,2018-09-16 12:00:00,        -0.596791,         0.458254,        -1.741073
1537185600.000,2018-09-17 12:00:00,        -0.597870,         0.452703,        -1.742244
1537272000.000,2018-09-18 12:00:00,        -0.592267,         0.450616,        -1.748150
1537358400.000,2018-09-19 12:00:00,        -0.593090,         0.448990,        -1.720021
1537444800.000,2018-09-20 12:00:00,        -0.593885,         0.448172,        -1.726128
1537531200.000,2018-09-21 12:00:00,        -0.598299,         0.449985,        -1.740064
1537617600.000,2018-09-22 12:00:00,        -0.598497,         0.449713,        -1.745389
1537704000.000,2018-09-23 12:00:00,        -0.599194,         0.447867,        -1.739354
1537790400.000,2018-09-24 12:00:00,        -0.601379,         0.444602,        -1.729351
1537876800.000,2018-09-25 12:00:00,        -0.600590,         0.442067,        -1.739253
1537963200.000,2018-09-26 12:00:00,        -0.604854,         0.443778,        -1.743534
1538049600.000,2018-09-27 12:00:00,        -0.600986,         0.442047,        -1.745916
1538136000.000,2018-09-28 12:00:00,        -0.599712,         0.445687,        -1.738772
1538222400.000,2018-09-29 12:00:00,        -0.604939,         0.441274,        -1.756008
1538308800.000,2018-09-30 12:00:00,        -0.598975,         0.447058,        -1.770031
1538395200.000,2018-10-01 12:00:00,        -0.603384,         0.442434,        -1.748557
1538481600.000,2018-10-02 12:00:00,        -0.602918,         0.440163,        -1.745814
1538568000.000,2018-10-03 12:00:00,        -0.604127,         0.440740,        -1.750620
1538654400.000,2018-10-04 12:00:00,        -0.603629,         0.438691,        -1.767011
1538740800.000,2018-10-05 12:00:00,        -0.605744,         0.438172,        -1.766835
1538827200.000,2018-10-06 12:00:00,        -0.608142,         0.442729,        -1.775718
1538913600.000,2018-10-07 12:00:00,        -0.603776,         0.434119,        -1.757223
1539000000.000,2018-10-08 12:00:00,        -0.604038,         0.436128,        -1.762804
1539086400.000,2018-10-09 12:00:00,        -0.612254,         0.434558,        -1.759949
1539259200.000,2018-10-11 12:00:00,        -0.605902,         0.427720,        -1.743480
1539345600.000,2018-10-12 12:00:00,        -0.607094,         0.426983,        -1.750471
1539432000.000,2018-10-13 12:00:00,        -0.602275,         0.430584,        -1.771234
1539518400.000,2018-10-14 12:00:00,        -0.606737,         0.428927,        -1.751758
1539604800.000,2018-10-15 12:00:00,        -0.605095,         0.428045,        -1.757551
1539691200.000,2018-10-16 12:00:00,        -0.605538,         0.432663,        -1.756569
1539777600.000,2018-10-17 12:00:00,        -0.603481,         0.426581,        -1.746467
1539864000.000,2018-10-18 12:00:00,        -0.604629,         0.425702,        -1.764794
1539950400.000,2018-10-19 12:00:00,        -0.608000,         0.427806,        -1.751209
1540036800.000,2018-10-20 12:00:00,        -0.606148,         0.425916,        -1.755501
1540123200.000,2018-10-21 12:00:00,        -0.611759,         0.425298,        -1.759113
1540209600.000,2018-10-22 12:00:00,        -0.605332,         0.426607,        -1.773926
1540296000.000,2018-10-23 12:00:00,        -0.603814,         0.427651,        -1.775070
1540382400.000,2018-10-24 12:00:00,        -0.605452,         0.423821,        -1.792804
1540468800.000,2018-10-25 12:00:00,        -0.602272,         0.426072,        -1.781664
1540555200.000,2018-10-26 12:00:00,        -0.607151,         0.428159,        -1.774166
1540641600.000,2018-10-27 12:00:00,        -0.607295,         0.424655,        -1.767091
1540728000.000,2018-10-28 12:00:00,        -0.604592,         0.423323,        -1.773987
1540814400.000,2018-10-29 12:00:00,        -0.605447,         0.418218,        -1.757905
1540900800.000,2018-10-30 12:00:00,        -0.602265,         0.414553,        -1.784714
1540987200.000,2018-10-31 12:00:00,        -0.605316,         0.416894,        -1.771934
1541073600.000,2018-11-01 12:00:00,        -0.603681,         0.417079,        -1.778503
1541160000.000,2018-11-02 12:00:00,        -0.604499,         0.419261,        -1.787068
1541246400.000,2018-11-03 12:00:00,        -0.604021,         0.415755,        -1.776943
1541332800.000,2018-11-04 12:00:00,        -0.606818,         0.418616,        -1.779776
1541419200.000,2018-11-05 12:00:00,        -0.604891,         0.420750,        -1.777791
1541505600.000,2018-11-06 12:00:00,        -0.607380,         0.415757,        -1.785828
1541592000.000,2018-11-07 12:00:00,        -0.606935,         0.418660,        -1.771315
1541678400.000,2018-11-08 12:00:00,        -0.604962,         0.412253,        -1.776998
1541764800.000,2018-11-09 12:00:00,        -0.605649,         0.414623,        -1.775473
1541851200.000,2018-11-10 12:00:00,        -0.602993,         0.419308,        -1.762872
1541937600.000,2018-11-11 12:00:00,        -0.609078,         0.415232,        -1.774038
1542024000.000,2018-11-12 12:00:00,        -0.608835,         0.413136,        -1.785729
1542110400.000,2018-11-13 12:00:00,        -0.610738,         0.415394,        -1.773046
1542196800.000,2018-11-14 12:00:00,        -0.605404,         0.411628,        -1.777975
1542283200.000,2018-11-15 12:00:00,        -0.607711,         0.409664,        -1.783372
1542369600.000,2018-11-16 12:00:00,        -0.604304,         0.416228,        -1.795275
1542456000.000,2018-11-17 12:00:00,        -0.604121,         0.411035,        -1.790921
1542542400.000,2018-11-18 12:00:00,        -0.607497,         0.410912,        -1.788971
1542628800.000,2018-11-19 12:00:00,        -0.606849,         0.415828,        -1.778600
1542715200.000,2018-11-20 12:00:00,        -0.605370,         0.408980,        -1.791252
1542801600.000,2018-11-21 12:00:00,        -0.609215,         0.408512,        -1.790241
1542888000.000,2018-11-22 12:00:00,        -0.603352,         0.406158,        -1.789095
1542974400.000,2018-11-23 12:00:00,        -0.606483,         0.406003,        -1.784723
1543060800.000,2018-11-24 12:00:00,        -0.605545,         0.408009,        -1.793081
1543147200.000,2018-11-25 12:00:00,        -0.605833,         0.408309,        -1.789814
1543233600.000,2018-11-26 12:00:00,        -0.604895,         0.403409,        -1.795023
1543320000.000,2018-11-27 12:00:00,        -0.605166,         0.412649,        -1.801891
1543406400.000,2018-11-28 12:00:00,        -0.605405,         0.407862,        -1.792208
1543492800.000,2018-11-29 12:00:00,        -0.603280,         0.402837,        -1.795070
1543579200.000,2018-11-30 12:00:00,        -0.604045,         0.401478,        -1.777045
1543665600.000,2018-12-01 12:00:00,        -0.604527,         0.402057,        -1.795707
1543752000.000,2018-12-02 12:00:00,        -0.605933,         0.399930,        -1.796652
1543838400.000,2018-12-03 12:00:00,        -0.608466,         0.404464,        -1.795433
1543924800.000,2018-12-04 12:00:00,        -0.604298,         0.404177,        -1.807029
1544011200.000,2018-12-05 12:00:00,        -0.604921,         0.406333,        -1.807717
1544097600.000,2018-12-06 12:00:00,        -0.606820,         0.404326,        -1.787863
1544184000.000,2018-12-07 12:00:00,        -0.600862,         0.405028,        -1.807266
1544270400.000,2018-12-08 12:00:00,        -0.601752,         0.407674,        -1.791360
1544356800.000,2018-12-09 12:00:00,        -0.609576,         0.403219,        -1.799107
1544443200.000,2018-12-10 12:00:00,        -0.603978,         0.405330,        -1.781472
1544529600.000,2018-12-11 12:00:00,        -0.603999,         0.400315,        -1.789147
1544616000.000,2018-12-12 12:00:00,        -0.606362,         0.401464,        -1.792949
1544702400.000,2018-12-13 12:00:00,        -0.604666,         0.401129,        -1.794916
1544788800.000,2018-12-14 12:00:00,        -0.605921,         0.403545,        -1.796981
1544875200.000,2018-12-15 12:00:00,        -0.609059,         0.397360,        -1.802666
1544961600.000,2018-12-16 12:00:00,        -0.609197,         0.397898,        -1.792254
1545134400.000,2018-12-18 12:00:00,        -0.604542,         0.394162,        -1.792922
1545220800.000,2018-12-19 12:00:00,        -0.604611,         0.394383,        -1.790256
1545393600.000,2018-12-21 12:00:00,        -0.604389,         0.395993,        -1.799003
1545480000.000,2018-12-22 12:00:00,        -0.603358,         0.395839,        -1.795797
1545566400.000,2018-12-23 12:00:00,        -0.597537,         0.397843,        -1.795273
1545652800.000,2018-12-24 12:00:00,        -0.602319,         0.394078,        -1.795792
1545739200.000,2018-12-25 12:00:00,        -0.605259,         0.391858,        -1.790248
1545825600.000,2018-12-26 12:00:00,        -0.603837,         0.392718,        -1.793596
1545912000.000,2018-12-27 12:00:00,        -0.601833,         0.391486,        -1.799907
1545998400.000,2018-12-28 12:00:00,        -0.603332,         0.391657,        -1.800209
1546084800.000,2018-12-29 12:00:00,        -0.606482,         0.391410,        -1.795647
1546171200.000,2018-12-30 12:00:00,        -0.607165,         0.394212,        -1.800783
1546257600.000,2018-12-31 12:00:00,        -0.608705,         0.391510,        -1.798960
1546344000.000,2019-01-01 12:00:00,        -0.601484,         0.393247,        -1.802270
1546430400.000,2019-01-02 12:00:00,        -0.600241,         0.392351,        -1.800166
1546516800.000,2019-01-03 12:00:00,        -0.601408,         0.395022,        -1.798782
1546603200.000,2019-01-04 12:00:00,        -0.603619,         0.398101,        -1.815181
1546689600.000,2019-01-05 12:00:00,        -0.601399,         0.391795,        -1.796820
1546776000.000,2019-01-06 12:00:00,        -0.603231,         0.388004,        -1.796624
1546862400.000,2019-01-07 12:00:00,        -0.602928,         0.387617,        -1.794785
1546948800.000,2019-01-08 12:00:00,        -0.599346,         0.389430,        -1.809263
1547035200.000,2019-01-09 12:00:00,        -0.600613,         0.387980,        -1.794750
1547121600.000,2019-01-10 12:00:00,        -0.602158,         0.384788,        -1.798703
1547208000.000,2019-01-11 12:00:00,        -0.603518,         0.385890,        -1.797852
1547294400.000,2019-01-12 12:00:00,        -0.600976,         0.386075,        -1.801418
1547380800.000,2019-01-13 12:00:00,        -0.600671,         0.386363,        -1.806182
1547467200.000,2019-01-14 12:00:00,        -0.603468,         0.384499,        -1.797935
1547553600.000,2019-01-15 12:00:00,        -0.602452,         0.382994,        -1.794100
1547640000.000,2019-01-16 12:00:00,        -0.603332,         0.381967,        -1.801994
1547726400.000,2019-01-17 12:00:00,        -0.600862,         0.382543,        -1.796537
1547812800.000,2019-01-18 12:00:00,        -0.601315,         0.383099,        -1.797864
1547899200.000,2019-01-19 12:00:00,        -0.600328,         0.387309,        -1.791898
1547985600.000,2019-01-20 12:00:00,        -0.598895,         0.383707,        -1.803590
1548072000.000,2019-01-21 12:00:00,        -0.600374,         0.380650,        -1.789010
1548158400.000,2019-01-22 12:00:00,        -0.598665,         0.379132,        -1.798883
1548244800.000,2019-01-23 12:00:00,        -0.600265,         0.382725,        -1.796778
1548331200.000,2019-01-24 12:00:00,        -0.604568,         0.382305,        -1.807746
1548417600.000,2019-01-25 12:00:00,        -0.607945,         0.382402,        -1.809643
1548504000.000,2019-01-26 12:00:00,        -0.607841,         0.382491,        -1.789021
1548590400.000,2019-01-27 12:00:00,        -0.605546,         0.379611,        -1.803634
1548676800.000,2019-01-28 12:00:00,        -0.607236,         0.379371,        -1.796209
1548763200.000,2019-01-29 12:00:00,        -0.601397,         0.381043,        -1.798098
1548849600.000,2019-01-30 12:00:00,        -0.602028,         0.379354,        -1.795873
1548936000.000,2019-01-31 12:00:00,        -0.604399,         0.381741,        -1.794594
1549022400.000,2019-02-01 12:00:00,        -0.600516,         0.382955,        -1.809968
1549108800.000,2019-02-02 12:00:00,        -0.604566,         0.378952,        -1.800945
1549195200.000,2019-02-03 12:00:00,        -0.603686,         0.378363,        -1.801953
1549281600.000,2019-02-04 12:00:00,        -0.603838,         0.378886,        -1.813800
1549368000.000,2019-02-05 12:00:00,        -0.609622,         0.378970,        -1.799416
1549454400.000,2019-02-06 12:00:00,        -0.600647,         0.375954,        -1.809513
1549540800.000,2019-02-07 12:00:00,        -0.604051,         0.372797,        -1.814878
1549627200.000,2019-02-08 12:00:00,        -0.598722,         0.368971,        -1.802600
1549800000.000,2019-02-10 12:00:00,        -0.595202,         0.369013,        -1.814824
1549886400.000,2019-02-11 12:00:00,        -0.601633,         0.377428,        -1.798494
1549972800.000,2019-02-12 12:00:00,        -0.606524,         0.372837,        -1.791791
1550059200.000,2019-02-13 12:00:00,        -0.609472,         0.378730,        -1.793282
1550145600.000,2019-02-14 12:00:00,        -0.599358,         0.377345,        -1.800409
1550232000.000,2019-02-15 12:00:00,        -0.604082,         0.377245,        -1.791434
1550318400.000,2019-02-16 12:00:00,        -0.599795,         0.370089,        -1.785750
1550404800.000,2019-02-17 12:00:00,        -0.598221,         0.368210,        -1.785380
1550491200.000,2019-02-18 12:00:00,        -0.596085,         0.366888,        -1.792793
1550577600.000,2019-02-19 12:00:00,        -0.593782,         0.368624,        -1.804772
1550664000.000,2019-02-20 12:00:00,        -0.597049,         0.368843,        -1.804356
1550750400.000,2019-02-21 12:00:00,        -0.598556,         0.365524,        -1.800003
1550836800.000,2019-02-22 12:00:00,        -0.599655,         0.371138,        -1.804563
1550923200.000,2019-02-23 12:00:00,        -0.599897,         0.366403,        -1.807716
1551009600.000,2019-02-24 12:00:00,        -0.599830,         0.373362,        -1.796692
1551096000.000,2019-02-25 12:00:00,        -0.601292,         0.366427,        -1.793436
1551182400.000,2019-02-26 12:00:00,        -0.599728,         0.366751,        -1.799159
1551268800.000,2019-02-27 12:00:00,        -0.600709,         0.368551,        -1.802257
1551355200.000,2019-02-28 12:00:00,        -0.602932,         0.369162,        -1.794359
1551441600.000,2019-03-01 12:00:00,        -0.602474,         0.368521,        -1.804283
1551528000.000,2019-03-02 12:00:00,        -0.603728,         0.371601,        -1.797872
1551614400.000,2019-03-03 12:00:00,        -0.598594,         0.368890,        -1.804736
1551700800.000,2019-03-04 12:00:00,        -0.600378,         0.368363,        -1.809352
1551787200.000,2019-03-05 12:00:00,        -0.602415,         0.372778,        -1.814991
1551873600.000,2019-03-06 12:00:00,        -0.593833,         0.372015,        -1.824225
1551960000.000,2019-03-07 12:00:00,        -0.595232,         0.371697,        -1.818847
1552046400.000,2019-03-08 12:00:00,        -0.595417,         0.376266,        -1.818189
1552132800.000,2019-03-09 12:00:00,        -0.592356,         0.375802,        -1.814998
1552219200.000,2019-03-10 12:00:00,        -0.593203,         0.372213,        -1.807595
1552305600.000,2019-03-11 12:00:00,        -0.600277,         0.371827,        -1.818987
1552392000.000,2019-03-12 12:00:00,        -0.603320,         0.368438,        -1.817215
1552478400.000,2019-03-13 12:00:00,        -0.602744,         0.370621,        -1.794079
1552564800.000,2019-03-14 12:00:00,        -0.597313,         0.366226,        -1.821332
1552651200.000,2019-03-15 12:00:00,        -0.594135,         0.364398,        -1.800073
1552737600.000,2019-03-16 12:00:00,        -0.592660,         0.363091,        -1.806861
1552824000.000,2019-03-17 12:00:00,        -0.601094,         0.361762,        -1.788267
1552910400.000,2019-03-18 12:00:00,        -0.596856,         0.360838,        -1.794946
1552996800.000,2019-03-19 12:00:00,        -0.593610,         0.361720,        -1.802586
1553083200.000,2019-03-20 12:00:00,        -0.591582,         0.359716,        -1.808200
1553169600.000,2019-03-21 12:00:00,        -0.595954,         0.360802,        -1.804750
1553256000.000,2019-03-22 12:00:00,        -0.590981,         0.361902,        -1.803838
1553342400.000,2019-03-23 12:00:00,        -0.593519,         0.358174,        -1.810281
1553428800.000,2019-03-24 12:00:00,        -0.591454,         0.363421,        -1.803909
1553515200.000,2019-03-25 12:00:00,        -0.589932,         0.360858,        -1.809573
1553601600.000,2019-03-26 12:00:00,        -0.592247,         0.359496,        -1.820343
1553688000.000,2019-03-27 12:00:00,        -0.591272,         0.359101,        -1.793667
1553774400.000,2019-03-28 12:00:00,        -0.588177,         0.356698,        -1.796248
1553860800.000,2019-03-29 12:00:00,        -0.595980,         0.358147,        -1.802283
1553947200.000,2019-03-30 12:00:00,        -0.596036,         0.358854,        -1.810766
1554033600.000,2019-03-31 12:00:00,        -0.595848,         0.357601,        -1.817425
1554120000.000,2019-04-01 12:00:00,        -0.595530,         0.357845,        -1.805812
1554206400.000,2019-04-02 12:00:00,        -0.592217,         0.356872,        -1.788974
1554292800.000,2019-04-03 12:00:00,        -0.590300,         0.357190,        -1.814340
1554379200.000,2019-04-04 12:00:00,        -0.593164,         0.358957,        -1.810099
1554465600.000,2019-04-05 12:00:00,        -0.589357,         0.354043,        -1.790009
1554552000.000,2019-04-06 12:00:00,        -0.588106,         0.353760,        -1.808547
1554638400.000,2019-04-07 12:00:00,        -0.589664,         0.355376,        -1.798545
1554724800.000,2019-04-08 12:00:00,        -0.584956,         0.355766,        -1.803237
1554811200.000,2019-04-09 12:00:00,        -0.589164,         0.349321,        -1.784082
1554897600.000,2019-04-10 12:00:00,        -0.587543,         0.352141,        -1.806483
1554984000.000,2019-04-11 12:00:00,        -0.590828,         0.353523,        -1.794522
1555070400.000,2019-04-12 12:00:00,        -0.584931,         0.352554,        -1.793433
1555156800.000,2019-04-13 12:00:00,        -0.588337,         0.349463,        -1.792766
1555329600.000,2019-04-15 12:00:00,        -0.585590,         0.349329,        -1.809967
1555416000.000,2019-04-16 12:00:00,        -0.583835,         0.352890,        -1.789202
1555502400.000,2019-04-17 12:00:00,        -0.588840,         0.351057,        -1.802623
1555588800.000,2019-04-18 12:00:00,        -0.582777,         0.352209,        -1.804576
1555675200.000,2019-04-19 12:00:00,        -0.582372,         0.350901,        -1.810702
1555761600.000,2019-04-20 12:00:00,        -0.586803,         0.352578,        -1.806345
1555848000.000,2019-04-21 12:00:00,        -0.589307,         0.353267,        -1.797213
1555934400.000,2019-04-22 12:00:00,        -0.581406,         0.357144,        -1.806936
1556020800.000,2019-04-23 12:00:00,        -0.582015,         0.354311,        -1.802094
1556107200.000,2019-04-24 12:00:00,        -0.584409,         0.348415,        -1.808036
1556193600.000,2019-04-25 12:00:00,        -0.581227,         0.349344,        -1.795514
1556280000.000,2019-04-26 12:00:00,        -0.580668,         0.345767,        -1.796309
1556366400.000,2019-04-27 12:00:00,        -0.582536,         0.349242,        -1.795766
1556452800.000,2019-04-28 12:00:00,        -0.585756,         0.347887,        -1.809213
1556539200.000,2019-04-29 12:00:00,        -0.579799,         0.348932,        -1.804046
1556625600.000,2019-04-30 12:00:00,        -0.590910,         0.347506,        -1.813771
1556712000.000,2019-05-01 12:00:00,        -0.584613,         0.350024,        -1.803298
1556798400.000,2019-05-02 12:00:00,        -0.584014,         0.346953,        -1.792968
1556884800.000,2019-05-03 12:00:00,        -0.576267,         0.342597,        -1.780321
1556971200.000,2019-05-04 12:00:00,        -0.581350,         0.340306,        -1.806389
1557057600.000,2019-05-05 12:00:00,        -0.582076,         0.340438,        -1.813522
1557144000.000,2019-05-06 12:00:00,        -0.586482,         0.344570,        -1.795716
1557230400.000,2019-05-07 12:00:00,        -0.582421,         0.344805,        -1.801060
1557316800.000,2019-05-08 12:00:00,        -0.576468,         0.340439,        -1.785432
1557403200.000,2019-05-09 12:00:00,        -0.579309,         0.343374,        -1.794745
1557489600.000,2019-05-10 12:00:00,        -0.578133,         0.342796,        -1.782388
1557576000.000,2019-05-11 12:00:00,        -0.579441,         0.341652,        -1.786550
1557662400.000,2019-05-12 12:00:00,        -0.578523,         0.341468,        -1.773978
1557748800.000,2019-05-13 12:00:00,        -0.574849,         0.338874,        -1.792757
1557835200.000,2019-05-14 12:00:00,        -0.571776,         0.338610,        -1.793631
1557921600.000,2019-05-15 12:00:00,        -0.570313,         0.342978,        -1.791464
1558008000.000,2019-05-16 12:00:00,        -0.570328,         0.344145,        -1.790927
1558094400.000,2019-05-17 12:00:00,        -0.578269,         0.342700,        -1.787829
1558180800.000,2019-05-18 12:00:00,        -0.572903,         0.343661,        -1.786445
1558267200.000,2019-05-19 12:00:00,        -0.574340,         0.337927,        -1.799576
1558353600.000,2019-05-20 12:00:00,        -0.573367,         0.338374,        -1.786717
1558440000.000,2019-05-21 12:00:00,        -0.571425,         0.338475,        -1.774954
1558526400.000,2019-05-22 12:00:00,        -0.571115,         0.336245,        -1.788891
1558612800.000,2019-05-23 12:00:00,        -0.570495,         0.336332,        -1.768422
1558699200.000,2019-05-24 12:00:00,        -0.571806,         0.336132,        -1.779284
1558785600.000,2019-05-25 12:00:00,        -0.569992,         0.337104,        -1.786300
1558872000.000,2019-05-26 12:00:00,        -0.571237,         0.336995,        -1.775374
1558958400.000,2019-05-27 12:00:00,        -0.570747,         0.335004,        -1.774727
1559044800.000,2019-05-28 12:00:00,        -0.570987,         0.335290,        -1.773102
1559131200.000,2019-05-29 12:00:00,        -0.569850,         0.333329,        -1.776935
1559217600.000,2019-05-30 12:00:00,        -0.570174,         0.332515,        -1.782539
1559304000.000,2019-05-31 12:00:00,        -0.568910,         0.336177,        -1.777468
1559390400.000,2019-06-01 12:00:00,        -0.568045,         0.334711,        -1.780643
1559476800.000,2019-06-02 12:00:00,        -0.569417,         0.334094,        -1.773281
