#reqtime=1732323739.116,2024-11-23 01:02:19.116,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=358&dataTypes.0=1132.0759046105668&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,NPIT_east,NPIT_north,NPIT_up
1275393600.000,2010-06-01 12:00:00,        -0.013126,         0.107331,         0.209099
1275480000.000,2010-06-02 12:00:00,        -0.015378,         0.107599,         0.216240
1275566400.000,2010-06-03 12:00:00,        -0.013555,         0.106619,         0.219804
1275652800.000,2010-06-04 12:00:00,        -0.014748,         0.105122,         0.212668
1275739200.000,2010-06-05 12:00:00,        -0.014609,         0.105449,         0.225155
1275825600.000,2010-06-06 12:00:00,        -0.013789,         0.111695,         0.206068
1275912000.000,2010-06-07 12:00:00,        -0.016414,         0.108669,         0.222834
1275998400.000,2010-06-08 12:00:00,        -0.015442,         0.109873,         0.196652
1276084800.000,2010-06-09 12:00:00,        -0.013037,         0.108460,         0.204621
1276171200.000,2010-06-10 12:00:00,        -0.016053,         0.110797,         0.219238
1276257600.000,2010-06-11 12:00:00,        -0.013348,         0.112238,         0.210384
1276344000.000,2010-06-12 12:00:00,        -0.009222,         0.109664,         0.221171
1276430400.000,2010-06-13 12:00:00,        -0.013442,         0.105043,         0.210535
1276516800.000,2010-06-14 12:00:00,        -0.012640,         0.107910,         0.200818
1276603200.000,2010-06-15 12:00:00,        -0.012353,         0.105743,         0.220640
1276689600.000,2010-06-16 12:00:00,        -0.014173,         0.114118,         0.211442
1276776000.000,2010-06-17 12:00:00,        -0.016390,         0.112125,         0.195918
1276862400.000,2010-06-18 12:00:00,        -0.011608,         0.105289,         0.194966
1276948800.000,2010-06-19 12:00:00,        -0.012700,         0.106483,         0.201163
1277035200.000,2010-06-20 12:00:00,        -0.015173,         0.103172,         0.205747
1277121600.000,2010-06-21 12:00:00,        -0.014001,         0.105905,         0.204632
1277208000.000,2010-06-22 12:00:00,        -0.013538,         0.103431,         0.211720
1277294400.000,2010-06-23 12:00:00,        -0.014668,         0.101154,         0.199973
1277380800.000,2010-06-24 12:00:00,        -0.010013,         0.111999,         0.194755
1277467200.000,2010-06-25 12:00:00,        -0.012432,         0.108950,         0.195499
1277553600.000,2010-06-26 12:00:00,        -0.011366,         0.101068,         0.198773
1277640000.000,2010-06-27 12:00:00,        -0.008704,         0.098220,         0.203226
1277726400.000,2010-06-28 12:00:00,        -0.012077,         0.102454,         0.203111
1277812800.000,2010-06-29 12:00:00,        -0.012926,         0.105070,         0.182777
1277899200.000,2010-06-30 12:00:00,        -0.012088,         0.108800,         0.193996
1277985600.000,2010-07-01 12:00:00,        -0.012330,         0.108770,         0.205094
1278072000.000,2010-07-02 12:00:00,        -0.010598,         0.106066,         0.205785
1278158400.000,2010-07-03 12:00:00,        -0.008252,         0.101692,         0.180734
1278244800.000,2010-07-04 12:00:00,        -0.008178,         0.098615,         0.177224
1278331200.000,2010-07-05 12:00:00,        -0.012185,         0.097996,         0.189559
1278417600.000,2010-07-06 12:00:00,        -0.011000,         0.103550,         0.193040
1278504000.000,2010-07-07 12:00:00,        -0.011123,         0.106700,         0.203490
1278590400.000,2010-07-08 12:00:00,        -0.008663,         0.102041,         0.207014
1278676800.000,2010-07-09 12:00:00,        -0.009059,         0.101595,         0.178033
1278763200.000,2010-07-10 12:00:00,        -0.010197,         0.098750,         0.183845
1278849600.000,2010-07-11 12:00:00,        -0.009080,         0.099935,         0.189474
1278936000.000,2010-07-12 12:00:00,        -0.011002,         0.100452,         0.200986
1279022400.000,2010-07-13 12:00:00,        -0.011682,         0.103698,         0.212175
1279108800.000,2010-07-14 12:00:00,        -0.011520,         0.102883,         0.202975
1279195200.000,2010-07-15 12:00:00,        -0.010895,         0.098650,         0.198918
1279281600.000,2010-07-16 12:00:00,        -0.009710,         0.101228,         0.185845
1279368000.000,2010-07-17 12:00:00,        -0.008422,         0.101759,         0.193535
1279454400.000,2010-07-18 12:00:00,        -0.004867,         0.101262,         0.185514
1279540800.000,2010-07-19 12:00:00,        -0.010231,         0.097973,         0.203066
1279627200.000,2010-07-20 12:00:00,        -0.012356,         0.101045,         0.194306
1279713600.000,2010-07-21 12:00:00,        -0.008821,         0.097754,         0.203430
1279800000.000,2010-07-22 12:00:00,        -0.011202,         0.101013,         0.189437
1279886400.000,2010-07-23 12:00:00,        -0.012697,         0.103684,         0.216974
1279972800.000,2010-07-24 12:00:00,        -0.010808,         0.104993,         0.215530
1280059200.000,2010-07-25 12:00:00,        -0.009905,         0.104361,         0.207468
1280145600.000,2010-07-26 12:00:00,        -0.010438,         0.098412,         0.194433
1280232000.000,2010-07-27 12:00:00,        -0.009068,         0.099406,         0.203146
1280318400.000,2010-07-28 12:00:00,        -0.009639,         0.102529,         0.200753
1280404800.000,2010-07-29 12:00:00,        -0.010339,         0.101621,         0.187960
1280491200.000,2010-07-30 12:00:00,        -0.010660,         0.103086,         0.188359
1280577600.000,2010-07-31 12:00:00,        -0.009805,         0.103573,         0.187841
1280664000.000,2010-08-01 12:00:00,        -0.010130,         0.096383,         0.191653
1280750400.000,2010-08-02 12:00:00,        -0.009657,         0.098967,         0.192814
1280836800.000,2010-08-03 12:00:00,        -0.009173,         0.100607,         0.191632
1280923200.000,2010-08-04 12:00:00,        -0.010515,         0.104087,         0.198237
1281009600.000,2010-08-05 12:00:00,        -0.012542,         0.106716,         0.208275
1281096000.000,2010-08-06 12:00:00,        -0.009331,         0.098172,         0.209939
1281182400.000,2010-08-07 12:00:00,        -0.010883,         0.099445,         0.201810
1281268800.000,2010-08-08 12:00:00,        -0.008792,         0.103079,         0.203444
1281355200.000,2010-08-09 12:00:00,        -0.011944,         0.105446,         0.199699
1281441600.000,2010-08-10 12:00:00,        -0.008671,         0.105244,         0.212177
1281528000.000,2010-08-11 12:00:00,        -0.012078,         0.100644,         0.198662
1281614400.000,2010-08-12 12:00:00,        -0.011083,         0.100081,         0.201874
1281700800.000,2010-08-13 12:00:00,        -0.008999,         0.104917,         0.199090
1281787200.000,2010-08-14 12:00:00,        -0.010255,         0.106950,         0.187733
1281873600.000,2010-08-15 12:00:00,        -0.012135,         0.100244,         0.201597
1281960000.000,2010-08-16 12:00:00,        -0.010827,         0.098462,         0.202520
1282046400.000,2010-08-17 12:00:00,        -0.010759,         0.098213,         0.199843
1282132800.000,2010-08-18 12:00:00,        -0.009856,         0.097806,         0.197218
1282219200.000,2010-08-19 12:00:00,        -0.011091,         0.101919,         0.192524
1282305600.000,2010-08-20 12:00:00,        -0.007419,         0.101240,         0.187648
1282392000.000,2010-08-21 12:00:00,        -0.009853,         0.108013,         0.192410
1282478400.000,2010-08-22 12:00:00,        -0.007451,         0.105406,         0.193120
1282564800.000,2010-08-23 12:00:00,        -0.010066,         0.101763,         0.190903
1282651200.000,2010-08-24 12:00:00,        -0.009821,         0.097507,         0.191281
1282737600.000,2010-08-25 12:00:00,        -0.009900,         0.101045,         0.189998
1282824000.000,2010-08-26 12:00:00,        -0.011081,         0.102362,         0.202881
1282910400.000,2010-08-27 12:00:00,        -0.008018,         0.098924,         0.185042
1282996800.000,2010-08-28 12:00:00,        -0.010618,         0.097373,         0.197574
1283083200.000,2010-08-29 12:00:00,        -0.006298,         0.102503,         0.195016
1283169600.000,2010-08-30 12:00:00,        -0.008245,         0.102844,         0.195398
1283256000.000,2010-08-31 12:00:00,        -0.008826,         0.103132,         0.198209
1283342400.000,2010-09-01 12:00:00,        -0.009293,         0.096855,         0.200769
1283428800.000,2010-09-02 12:00:00,        -0.009276,         0.095895,         0.187880
1283515200.000,2010-09-03 12:00:00,        -0.010488,         0.097897,         0.208632
1283601600.000,2010-09-04 12:00:00,        -0.007865,         0.102114,         0.202500
1283688000.000,2010-09-05 12:00:00,        -0.009687,         0.104943,         0.206200
1283774400.000,2010-09-06 12:00:00,        -0.009135,         0.105205,         0.205345
1283860800.000,2010-09-07 12:00:00,        -0.012103,         0.102436,         0.207466
1283947200.000,2010-09-08 12:00:00,        -0.009664,         0.105366,         0.204296
1284033600.000,2010-09-09 12:00:00,        -0.010152,         0.108159,         0.212735
1284120000.000,2010-09-10 12:00:00,        -0.011525,         0.099052,         0.217556
1284206400.000,2010-09-11 12:00:00,        -0.010082,         0.100465,         0.209408
1284292800.000,2010-09-12 12:00:00,        -0.009905,         0.100984,         0.211897
1284379200.000,2010-09-13 12:00:00,        -0.010938,         0.098293,         0.201609
1284465600.000,2010-09-14 12:00:00,        -0.008288,         0.101533,         0.206197
1284552000.000,2010-09-15 12:00:00,        -0.008722,         0.099811,         0.190418
1284638400.000,2010-09-16 12:00:00,        -0.013261,         0.100437,         0.212105
1284724800.000,2010-09-17 12:00:00,        -0.013861,         0.101757,         0.209279
1284811200.000,2010-09-18 12:00:00,        -0.009885,         0.102061,         0.210963
1284897600.000,2010-09-19 12:00:00,        -0.006914,         0.102163,         0.211364
1284984000.000,2010-09-20 12:00:00,        -0.009416,         0.099708,         0.200218
1285070400.000,2010-09-21 12:00:00,        -0.009635,         0.102558,         0.208249
1285156800.000,2010-09-22 12:00:00,        -0.009739,         0.098777,         0.203533
1285243200.000,2010-09-23 12:00:00,        -0.011157,         0.103085,         0.205305
1285329600.000,2010-09-24 12:00:00,        -0.010467,         0.100224,         0.217861
1285416000.000,2010-09-25 12:00:00,        -0.009790,         0.098284,         0.199908
1285502400.000,2010-09-26 12:00:00,        -0.010111,         0.100780,         0.205068
1285588800.000,2010-09-27 12:00:00,        -0.010237,         0.098493,         0.222094
1285675200.000,2010-09-28 12:00:00,        -0.008576,         0.098514,         0.215694
1285761600.000,2010-09-29 12:00:00,        -0.010269,         0.100952,         0.219673
1285848000.000,2010-09-30 12:00:00,        -0.011434,         0.100381,         0.223916
1285934400.000,2010-10-01 12:00:00,        -0.012934,         0.099831,         0.217456
1286020800.000,2010-10-02 12:00:00,        -0.012948,         0.100083,         0.224142
1286107200.000,2010-10-03 12:00:00,        -0.007717,         0.102120,         0.212103
1286193600.000,2010-10-04 12:00:00,        -0.008090,         0.100912,         0.218571
1286280000.000,2010-10-05 12:00:00,        -0.011222,         0.099186,         0.218176
1286366400.000,2010-10-06 12:00:00,        -0.011235,         0.103999,         0.212453
1286452800.000,2010-10-07 12:00:00,        -0.013918,         0.102880,         0.219389
1286539200.000,2010-10-08 12:00:00,        -0.012841,         0.100727,         0.220515
1286625600.000,2010-10-09 12:00:00,        -0.010498,         0.102358,         0.224079
1286712000.000,2010-10-10 12:00:00,        -0.011649,         0.104217,         0.213577
1286798400.000,2010-10-11 12:00:00,        -0.011479,         0.101063,         0.201121
1286884800.000,2010-10-12 12:00:00,        -0.010779,         0.100889,         0.203476
1286971200.000,2010-10-13 12:00:00,        -0.012560,         0.099130,         0.209165
1287057600.000,2010-10-14 12:00:00,        -0.012307,         0.098001,         0.206259
1287144000.000,2010-10-15 12:00:00,        -0.010189,         0.100616,         0.208106
1287230400.000,2010-10-16 12:00:00,        -0.008690,         0.100629,         0.206146
1287316800.000,2010-10-17 12:00:00,        -0.007526,         0.098214,         0.203060
1287403200.000,2010-10-18 12:00:00,        -0.011065,         0.097291,         0.194179
1287489600.000,2010-10-19 12:00:00,        -0.009036,         0.096861,         0.215276
1287576000.000,2010-10-20 12:00:00,        -0.006174,         0.097393,         0.216948
1287662400.000,2010-10-21 12:00:00,        -0.005220,         0.097819,         0.219217
1287748800.000,2010-10-22 12:00:00,        -0.006021,         0.093855,         0.208999
1287835200.000,2010-10-23 12:00:00,        -0.007321,         0.098146,         0.204682
1287921600.000,2010-10-24 12:00:00,        -0.011623,         0.096248,         0.210871
1288008000.000,2010-10-25 12:00:00,        -0.006716,         0.101287,         0.201190
1288094400.000,2010-10-26 12:00:00,        -0.009848,         0.095015,         0.214973
1288180800.000,2010-10-27 12:00:00,        -0.005189,         0.096635,         0.201107
1288267200.000,2010-10-28 12:00:00,        -0.004961,         0.095756,         0.205706
1288353600.000,2010-10-29 12:00:00,        -0.007170,         0.100464,         0.206306
1288440000.000,2010-10-30 12:00:00,        -0.008831,         0.095514,         0.200103
1288526400.000,2010-10-31 12:00:00,        -0.009864,         0.094141,         0.204302
1288612800.000,2010-11-01 12:00:00,        -0.007819,         0.095029,         0.212997
1288699200.000,2010-11-02 12:00:00,        -0.011174,         0.099317,         0.213828
1288785600.000,2010-11-03 12:00:00,        -0.009489,         0.101520,         0.211924
1288872000.000,2010-11-04 12:00:00,        -0.007422,         0.103439,         0.195424
1288958400.000,2010-11-05 12:00:00,        -0.008435,         0.104053,         0.192720
1289044800.000,2010-11-06 12:00:00,        -0.005425,         0.098375,         0.200337
1289131200.000,2010-11-07 12:00:00,        -0.011035,         0.096032,         0.215762
1289217600.000,2010-11-08 12:00:00,        -0.010998,         0.097862,         0.196610
1289304000.000,2010-11-09 12:00:00,        -0.011204,         0.097117,         0.213702
1289390400.000,2010-11-10 12:00:00,        -0.012315,         0.095929,         0.221539
1289476800.000,2010-11-11 12:00:00,        -0.010536,         0.097667,         0.213137
1289563200.000,2010-11-12 12:00:00,        -0.009055,         0.100794,         0.210993
1289649600.000,2010-11-13 12:00:00,        -0.010742,         0.099977,         0.193359
1289736000.000,2010-11-14 12:00:00,        -0.008727,         0.096112,         0.204150
1289822400.000,2010-11-15 12:00:00,        -0.010098,         0.099520,         0.220308
1289908800.000,2010-11-16 12:00:00,        -0.006261,         0.098545,         0.215805
1289995200.000,2010-11-17 12:00:00,        -0.011085,         0.098191,         0.219293
1290081600.000,2010-11-18 12:00:00,        -0.010340,         0.096528,         0.214572
1290168000.000,2010-11-19 12:00:00,        -0.010143,         0.098576,         0.211896
1290254400.000,2010-11-20 12:00:00,        -0.010576,         0.096208,         0.214482
1290340800.000,2010-11-21 12:00:00,        -0.009884,         0.097529,         0.216018
1290427200.000,2010-11-22 12:00:00,        -0.009933,         0.097360,         0.216937
1290513600.000,2010-11-23 12:00:00,        -0.010629,         0.099111,         0.218123
1290600000.000,2010-11-24 12:00:00,        -0.009912,         0.099588,         0.205755
1290686400.000,2010-11-25 12:00:00,        -0.004728,         0.098927,         0.214349
1290772800.000,2010-11-26 12:00:00,        -0.009854,         0.103411,         0.216228
1290859200.000,2010-11-27 12:00:00,        -0.009628,         0.106499,         0.225361
1290945600.000,2010-11-28 12:00:00,        -0.010559,         0.101054,         0.222798
1291032000.000,2010-11-29 12:00:00,        -0.014043,         0.100294,         0.224704
1291118400.000,2010-11-30 12:00:00,        -0.014383,         0.102064,         0.214048
1291204800.000,2010-12-01 12:00:00,        -0.009115,         0.098444,         0.218322
1291291200.000,2010-12-02 12:00:00,        -0.013730,         0.104300,         0.208988
1291377600.000,2010-12-03 12:00:00,        -0.012407,         0.100921,         0.233462
1291464000.000,2010-12-04 12:00:00,        -0.016291,         0.096522,         0.237687
1291550400.000,2010-12-05 12:00:00,        -0.012798,         0.101169,         0.223627
1291636800.000,2010-12-06 12:00:00,        -0.011821,         0.100590,         0.230278
1291723200.000,2010-12-07 12:00:00,        -0.013144,         0.100679,         0.231215
1291809600.000,2010-12-08 12:00:00,        -0.014398,         0.101094,         0.223241
1291896000.000,2010-12-09 12:00:00,        -0.012884,         0.099682,         0.214087
1291982400.000,2010-12-10 12:00:00,        -0.012790,         0.100950,         0.224833
1292068800.000,2010-12-11 12:00:00,        -0.013196,         0.101855,         0.225196
1292155200.000,2010-12-12 12:00:00,        -0.011666,         0.102477,         0.242847
1292241600.000,2010-12-13 12:00:00,        -0.012670,         0.101679,         0.236682
1292328000.000,2010-12-14 12:00:00,        -0.011203,         0.101902,         0.235758
1292414400.000,2010-12-15 12:00:00,        -0.013058,         0.101694,         0.228315
1292500800.000,2010-12-16 12:00:00,        -0.013652,         0.103073,         0.234040
1292587200.000,2010-12-17 12:00:00,        -0.013220,         0.102994,         0.234173
1292673600.000,2010-12-18 12:00:00,        -0.013263,         0.102589,         0.236772
1292760000.000,2010-12-19 12:00:00,        -0.011059,         0.100773,         0.224484
1292846400.000,2010-12-20 12:00:00,        -0.011652,         0.101308,         0.228367
1292932800.000,2010-12-21 12:00:00,        -0.013119,         0.102238,         0.233084
1293019200.000,2010-12-22 12:00:00,        -0.014125,         0.103084,         0.245744
1293105600.000,2010-12-23 12:00:00,        -0.009945,         0.101816,         0.232644
1293192000.000,2010-12-24 12:00:00,        -0.014956,         0.104264,         0.233872
1293278400.000,2010-12-25 12:00:00,        -0.013604,         0.107361,         0.243197
1293364800.000,2010-12-26 12:00:00,        -0.013826,         0.104428,         0.231174
1293451200.000,2010-12-27 12:00:00,        -0.012189,         0.101827,         0.238272
1293537600.000,2010-12-28 12:00:00,        -0.009548,         0.104222,         0.239153
1293624000.000,2010-12-29 12:00:00,        -0.011005,         0.105061,         0.236794
1293710400.000,2010-12-30 12:00:00,        -0.015644,         0.104734,         0.242435
1293796800.000,2010-12-31 12:00:00,        -0.011291,         0.105843,         0.239164
1293883200.000,2011-01-01 12:00:00,        -0.011964,         0.104152,         0.237869
1293969600.000,2011-01-02 12:00:00,        -0.011791,         0.105968,         0.223993
1294056000.000,2011-01-03 12:00:00,        -0.011890,         0.106890,         0.220028
1294142400.000,2011-01-04 12:00:00,        -0.012013,         0.106584,         0.237435
1294228800.000,2011-01-05 12:00:00,        -0.010964,         0.108150,         0.226054
1294315200.000,2011-01-06 12:00:00,        -0.013073,         0.103928,         0.240567
1294401600.000,2011-01-07 12:00:00,        -0.010961,         0.104309,         0.248538
1294488000.000,2011-01-08 12:00:00,        -0.014800,         0.105079,         0.232959
1294574400.000,2011-01-09 12:00:00,        -0.011543,         0.103406,         0.247540
1294660800.000,2011-01-10 12:00:00,        -0.012224,         0.108072,         0.231929
1294747200.000,2011-01-11 12:00:00,        -0.014142,         0.108074,         0.245516
1294833600.000,2011-01-12 12:00:00,        -0.014941,         0.111750,         0.252690
1294920000.000,2011-01-13 12:00:00,        -0.017302,         0.106908,         0.230116
1295006400.000,2011-01-14 12:00:00,        -0.012953,         0.104681,         0.246099
1295092800.000,2011-01-15 12:00:00,        -0.016420,         0.104649,         0.251515
1295179200.000,2011-01-16 12:00:00,        -0.014732,         0.106795,         0.252787
1295265600.000,2011-01-17 12:00:00,        -0.014715,         0.108527,         0.226904
1295352000.000,2011-01-18 12:00:00,        -0.016454,         0.107607,         0.243987
1295438400.000,2011-01-19 12:00:00,        -0.015368,         0.108814,         0.243947
1295524800.000,2011-01-20 12:00:00,        -0.011274,         0.106254,         0.253058
1295611200.000,2011-01-21 12:00:00,        -0.014102,         0.106932,         0.238745
1295697600.000,2011-01-22 12:00:00,        -0.015982,         0.105933,         0.232858
1295784000.000,2011-01-23 12:00:00,        -0.015462,         0.103161,         0.230674
1295870400.000,2011-01-24 12:00:00,        -0.012673,         0.107108,         0.241538
1295956800.000,2011-01-25 12:00:00,        -0.017879,         0.106916,         0.246732
1296043200.000,2011-01-26 12:00:00,        -0.017553,         0.107523,         0.243157
1296129600.000,2011-01-27 12:00:00,        -0.015758,         0.108695,         0.240647
1296216000.000,2011-01-28 12:00:00,        -0.013083,         0.109093,         0.235586
1296302400.000,2011-01-29 12:00:00,        -0.015016,         0.108636,         0.250308
1296388800.000,2011-01-30 12:00:00,        -0.017875,         0.108288,         0.253427
1296475200.000,2011-01-31 12:00:00,        -0.014762,         0.112730,         0.247375
1296561600.000,2011-02-01 12:00:00,        -0.021205,         0.109484,         0.262971
1296648000.000,2011-02-02 12:00:00,        -0.015405,         0.111837,         0.244479
1296734400.000,2011-02-03 12:00:00,        -0.014652,         0.117432,         0.251938
1296820800.000,2011-02-04 12:00:00,        -0.017788,         0.113195,         0.270424
1296907200.000,2011-02-05 12:00:00,        -0.017242,         0.110059,         0.255707
1296993600.000,2011-02-06 12:00:00,        -0.017070,         0.110003,         0.264944
1297080000.000,2011-02-07 12:00:00,        -0.019306,         0.113947,         0.262058
1297166400.000,2011-02-08 12:00:00,        -0.020254,         0.114937,         0.247028
1297252800.000,2011-02-09 12:00:00,        -0.019486,         0.115461,         0.267908
1297339200.000,2011-02-10 12:00:00,        -0.020930,         0.115306,         0.269517
1297425600.000,2011-02-11 12:00:00,        -0.016154,         0.115539,         0.281750
1297512000.000,2011-02-12 12:00:00,        -0.018110,         0.117208,         0.280740
1297598400.000,2011-02-13 12:00:00,        -0.022266,         0.113594,         0.270686
1297684800.000,2011-02-14 12:00:00,        -0.021706,         0.117148,         0.272481
1297771200.000,2011-02-15 12:00:00,        -0.017011,         0.118018,         0.272817
1297857600.000,2011-02-16 12:00:00,        -0.017750,         0.118916,         0.289880
1297944000.000,2011-02-17 12:00:00,        -0.016285,         0.114905,         0.268104
1298030400.000,2011-02-18 12:00:00,        -0.020815,         0.112576,         0.260846
1298116800.000,2011-02-19 12:00:00,        -0.018780,         0.113065,         0.262086
1298203200.000,2011-02-20 12:00:00,        -0.016419,         0.113338,         0.260871
1298289600.000,2011-02-21 12:00:00,        -0.016385,         0.112154,         0.255184
1298376000.000,2011-02-22 12:00:00,        -0.019629,         0.115234,         0.263332
1298462400.000,2011-02-23 12:00:00,        -0.019507,         0.121112,         0.286328
1298548800.000,2011-02-24 12:00:00,        -0.018927,         0.119192,         0.275438
1298635200.000,2011-02-25 12:00:00,        -0.021388,         0.121150,         0.279313
1298721600.000,2011-02-26 12:00:00,        -0.018177,         0.119888,         0.258445
1298808000.000,2011-02-27 12:00:00,        -0.015258,         0.118040,         0.267876
1298894400.000,2011-02-28 12:00:00,        -0.021230,         0.116027,         0.268799
1298980800.000,2011-03-01 12:00:00,        -0.026933,         0.122498,         0.275937
1299067200.000,2011-03-02 12:00:00,        -0.027141,         0.125515,         0.288835
1299153600.000,2011-03-03 12:00:00,        -0.026839,         0.127186,         0.278007
1299240000.000,2011-03-04 12:00:00,        -0.025048,         0.125749,         0.282830
1299326400.000,2011-03-05 12:00:00,        -0.023864,         0.122459,         0.296523
1299412800.000,2011-03-06 12:00:00,        -0.014120,         0.110657,         0.226084
1299499200.000,2011-03-07 12:00:00,        -0.010495,         0.084459,         0.153489
1299585600.000,2011-03-08 12:00:00,        -0.000444,         0.083325,         0.143700
1299672000.000,2011-03-09 12:00:00,        -0.001735,         0.086229,         0.138981
1299758400.000,2011-03-10 12:00:00,        -0.001814,         0.086730,         0.133995
1299931200.000,2011-03-12 12:00:00,        -0.002174,         0.081759,         0.127915
1300017600.000,2011-03-13 12:00:00,        -0.000785,         0.080398,         0.142762
1300104000.000,2011-03-14 12:00:00,        -0.001681,         0.085328,         0.157552
1300190400.000,2011-03-15 12:00:00,        -0.004400,         0.086875,         0.163944
1300276800.000,2011-03-16 12:00:00,        -0.005046,         0.099535,         0.154212
1300363200.000,2011-03-17 12:00:00,        -0.003708,         0.088442,         0.154383
1300449600.000,2011-03-18 12:00:00,        -0.002100,         0.088453,         0.151379
1300536000.000,2011-03-19 12:00:00,         0.001255,         0.083349,         0.150159
1300622400.000,2011-03-20 12:00:00,        -0.003146,         0.087288,         0.155915
1300708800.000,2011-03-21 12:00:00,        -0.007281,         0.092048,         0.164275
1300795200.000,2011-03-22 12:00:00,        -0.000767,         0.095525,         0.177315
1300881600.000,2011-03-23 12:00:00,        -0.000596,         0.090596,         0.162638
1300968000.000,2011-03-24 12:00:00,        -0.003956,         0.084082,         0.148845
1301054400.000,2011-03-25 12:00:00,        -0.004448,         0.087233,         0.149377
1301140800.000,2011-03-26 12:00:00,        -0.004398,         0.094151,         0.168788
1301227200.000,2011-03-27 12:00:00,        -0.007488,         0.091358,         0.169149
1301313600.000,2011-03-28 12:00:00,        -0.005182,         0.090115,         0.175463
1301400000.000,2011-03-29 12:00:00,        -0.005739,         0.090607,         0.149024
1301486400.000,2011-03-30 12:00:00,        -0.003859,         0.085679,         0.157849
1301572800.000,2011-03-31 12:00:00,        -0.007055,         0.092687,         0.169633
1301659200.000,2011-04-01 12:00:00,        -0.007526,         0.091196,         0.171213
1301745600.000,2011-04-02 12:00:00,        -0.006441,         0.086671,         0.157449
1301832000.000,2011-04-03 12:00:00,        -0.008237,         0.088953,         0.171981
1301918400.000,2011-04-04 12:00:00,        -0.008138,         0.093401,         0.175117
1302004800.000,2011-04-05 12:00:00,        -0.005024,         0.087060,         0.164226
1302091200.000,2011-04-06 12:00:00,        -0.005569,         0.090823,         0.180917
1302177600.000,2011-04-07 12:00:00,        -0.008437,         0.094421,         0.201306
1302264000.000,2011-04-08 12:00:00,        -0.011030,         0.094233,         0.188888
1302350400.000,2011-04-09 12:00:00,        -0.010101,         0.096812,         0.197942
1302436800.000,2011-04-10 12:00:00,        -0.011640,         0.095523,         0.185844
1302523200.000,2011-04-11 12:00:00,        -0.010132,         0.095490,         0.185465
1302609600.000,2011-04-12 12:00:00,        -0.009304,         0.094546,         0.180169
1302696000.000,2011-04-13 12:00:00,        -0.008934,         0.097346,         0.194816
1302782400.000,2011-04-14 12:00:00,        -0.011006,         0.096636,         0.186178
1302868800.000,2011-04-15 12:00:00,        -0.009924,         0.095089,         0.185398
1302955200.000,2011-04-16 12:00:00,        -0.010391,         0.097511,         0.194418
1303041600.000,2011-04-17 12:00:00,        -0.010266,         0.097132,         0.199515
1303128000.000,2011-04-18 12:00:00,        -0.013825,         0.100415,         0.187760
1303300800.000,2011-04-20 12:00:00,        -0.010886,         0.096226,         0.195180
1303387200.000,2011-04-21 12:00:00,        -0.008980,         0.096256,         0.195456
1303473600.000,2011-04-22 12:00:00,        -0.013968,         0.099085,         0.197138
1303560000.000,2011-04-23 12:00:00,        -0.012392,         0.097457,         0.200356
1303646400.000,2011-04-24 12:00:00,        -0.009153,         0.095391,         0.193796
1303732800.000,2011-04-25 12:00:00,        -0.010833,         0.096317,         0.196721
1303819200.000,2011-04-26 12:00:00,        -0.010936,         0.098100,         0.202100
1303905600.000,2011-04-27 12:00:00,        -0.012230,         0.100383,         0.198279
1303992000.000,2011-04-28 12:00:00,        -0.011954,         0.094312,         0.196274
1304078400.000,2011-04-29 12:00:00,        -0.013194,         0.097803,         0.208681
1304164800.000,2011-04-30 12:00:00,        -0.010825,         0.100440,         0.188578
1304251200.000,2011-05-01 12:00:00,        -0.014426,         0.095266,         0.200448
1304337600.000,2011-05-02 12:00:00,        -0.011429,         0.099340,         0.190114
1304424000.000,2011-05-03 12:00:00,        -0.012187,         0.099883,         0.208106
1304510400.000,2011-05-04 12:00:00,        -0.013765,         0.099388,         0.207479
1304596800.000,2011-05-05 12:00:00,        -0.011806,         0.096695,         0.214500
1304683200.000,2011-05-06 12:00:00,        -0.014280,         0.099150,         0.216240
1304769600.000,2011-05-07 12:00:00,        -0.014495,         0.100527,         0.209679
1304856000.000,2011-05-08 12:00:00,        -0.015394,         0.099765,         0.208738
1304942400.000,2011-05-09 12:00:00,        -0.015614,         0.100197,         0.209892
1305028800.000,2011-05-10 12:00:00,        -0.015438,         0.102185,         0.213863
