#reqtime=1732320291.908,2024-11-23 00:04:51.908,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=361&dataTypes.0=1123.8055172311142&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,CNPK_east,CNPK_north,CNPK_up
1230811200.000,2009-01-01 12:00:00,        -0.370265,         0.201067,         0.168289
1230897600.000,2009-01-02 12:00:00,        -0.366805,         0.195046,         0.188126
1230984000.000,2009-01-03 12:00:00,        -0.372106,         0.193526,         0.180773
1231070400.000,2009-01-04 12:00:00,        -0.364779,         0.198019,         0.177069
1231156800.000,2009-01-05 12:00:00,        -0.371978,         0.199273,         0.170744
1231243200.000,2009-01-06 12:00:00,        -0.369627,         0.199732,         0.168902
1231329600.000,2009-01-07 12:00:00,        -0.367228,         0.196248,         0.172434
1231416000.000,2009-01-08 12:00:00,        -0.369583,         0.195580,         0.175215
1231502400.000,2009-01-09 12:00:00,        -0.369287,         0.197540,         0.184495
1231588800.000,2009-01-10 12:00:00,        -0.369805,         0.197934,         0.181090
1231675200.000,2009-01-11 12:00:00,        -0.371813,         0.195757,         0.176407
1231761600.000,2009-01-12 12:00:00,        -0.369345,         0.196821,         0.179543
1231848000.000,2009-01-13 12:00:00,        -0.367568,         0.196856,         0.178040
1231934400.000,2009-01-14 12:00:00,        -0.370699,         0.196270,         0.176475
1232020800.000,2009-01-15 12:00:00,        -0.371528,         0.194769,         0.179278
1232107200.000,2009-01-16 12:00:00,        -0.383012,         0.195477,         0.183437
1232193600.000,2009-01-17 12:00:00,        -0.369519,         0.197463,         0.185046
1232280000.000,2009-01-18 12:00:00,        -0.365624,         0.195266,         0.192671
1232366400.000,2009-01-19 12:00:00,        -0.368536,         0.195922,         0.180408
1232452800.000,2009-01-20 12:00:00,        -0.369968,         0.196539,         0.180798
1232539200.000,2009-01-21 12:00:00,        -0.368865,         0.193873,         0.192235
1232625600.000,2009-01-22 12:00:00,        -0.369739,         0.192770,         0.181860
1232712000.000,2009-01-23 12:00:00,        -0.368825,         0.194041,         0.180960
1232798400.000,2009-01-24 12:00:00,        -0.368941,         0.193036,         0.172041
1232884800.000,2009-01-25 12:00:00,        -0.368253,         0.193627,         0.171813
1232971200.000,2009-01-26 12:00:00,        -0.367267,         0.195147,         0.177599
1233057600.000,2009-01-27 12:00:00,        -0.368561,         0.195515,         0.171970
1233144000.000,2009-01-28 12:00:00,        -0.367606,         0.194377,         0.172629
1233230400.000,2009-01-29 12:00:00,        -0.367458,         0.193973,         0.175407
1233316800.000,2009-01-30 12:00:00,        -0.368518,         0.196150,         0.166998
1233403200.000,2009-01-31 12:00:00,        -0.366679,         0.194514,         0.172040
1233489600.000,2009-02-01 12:00:00,        -0.368926,         0.193154,         0.172693
1233576000.000,2009-02-02 12:00:00,        -0.368462,         0.192791,         0.175929
1233662400.000,2009-02-03 12:00:00,        -0.367662,         0.193439,         0.167313
1233748800.000,2009-02-04 12:00:00,        -0.365630,         0.197238,         0.180396
1233835200.000,2009-02-05 12:00:00,        -0.365625,         0.196621,         0.169908
1233921600.000,2009-02-06 12:00:00,        -0.365826,         0.194617,         0.178771
1234008000.000,2009-02-07 12:00:00,        -0.364645,         0.194692,         0.173564
1234094400.000,2009-02-08 12:00:00,        -0.366298,         0.192211,         0.170255
1234180800.000,2009-02-09 12:00:00,        -0.365952,         0.194570,         0.173781
1234267200.000,2009-02-10 12:00:00,        -0.363877,         0.195442,         0.171740
1234353600.000,2009-02-11 12:00:00,        -0.364321,         0.197067,         0.176520
1234440000.000,2009-02-12 12:00:00,        -0.363662,         0.192693,         0.168694
1234526400.000,2009-02-13 12:00:00,        -0.365961,         0.193478,         0.166084
1234612800.000,2009-02-14 12:00:00,        -0.362635,         0.192945,         0.174639
1234699200.000,2009-02-15 12:00:00,        -0.366314,         0.191824,         0.167601
1234785600.000,2009-02-16 12:00:00,        -0.365948,         0.191917,         0.166812
1234872000.000,2009-02-17 12:00:00,        -0.364344,         0.191207,         0.168914
1234958400.000,2009-02-18 12:00:00,        -0.364863,         0.189198,         0.176404
1235044800.000,2009-02-19 12:00:00,        -0.363508,         0.189657,         0.176965
1235131200.000,2009-02-20 12:00:00,        -0.367045,         0.190988,         0.174232
1235217600.000,2009-02-21 12:00:00,        -0.366303,         0.193911,         0.166508
1235304000.000,2009-02-22 12:00:00,        -0.365606,         0.192644,         0.171689
1235390400.000,2009-02-23 12:00:00,        -0.362756,         0.192704,         0.182398
1235476800.000,2009-02-24 12:00:00,        -0.362548,         0.194885,         0.174830
1235563200.000,2009-02-25 12:00:00,        -0.366493,         0.191690,         0.186613
1235649600.000,2009-02-26 12:00:00,        -0.366104,         0.191130,         0.183645
1235736000.000,2009-02-27 12:00:00,        -0.366376,         0.191148,         0.178174
1235822400.000,2009-02-28 12:00:00,        -0.361428,         0.191306,         0.174041
1235908800.000,2009-03-01 12:00:00,        -0.359619,         0.190393,         0.179086
1235995200.000,2009-03-02 12:00:00,        -0.362876,         0.189876,         0.155335
1236081600.000,2009-03-03 12:00:00,        -0.364195,         0.186688,         0.172387
1236168000.000,2009-03-04 12:00:00,        -0.363447,         0.190265,         0.170503
1236254400.000,2009-03-05 12:00:00,        -0.360233,         0.192118,         0.175263
1236340800.000,2009-03-06 12:00:00,        -0.363898,         0.191231,         0.174739
1236427200.000,2009-03-07 12:00:00,        -0.359096,         0.192820,         0.162996
1236513600.000,2009-03-08 12:00:00,        -0.361612,         0.191623,         0.161363
1236600000.000,2009-03-09 12:00:00,        -0.361224,         0.194306,         0.168453
1236686400.000,2009-03-10 12:00:00,        -0.360409,         0.190672,         0.168686
1236772800.000,2009-03-11 12:00:00,        -0.360054,         0.191868,         0.169057
1236859200.000,2009-03-12 12:00:00,        -0.360751,         0.191208,         0.169741
1236945600.000,2009-03-13 12:00:00,        -0.359507,         0.193737,         0.178874
1237032000.000,2009-03-14 12:00:00,        -0.359193,         0.190467,         0.158650
1237118400.000,2009-03-15 12:00:00,        -0.358811,         0.190890,         0.142441
1237204800.000,2009-03-16 12:00:00,        -0.360929,         0.188067,         0.173817
1237291200.000,2009-03-17 12:00:00,        -0.357469,         0.192001,         0.170348
1237377600.000,2009-03-18 12:00:00,        -0.361371,         0.185825,         0.168630
1237464000.000,2009-03-19 12:00:00,        -0.358736,         0.189350,         0.166284
1237550400.000,2009-03-20 12:00:00,        -0.360390,         0.190354,         0.165296
1237636800.000,2009-03-21 12:00:00,        -0.360999,         0.188203,         0.173664
1237723200.000,2009-03-22 12:00:00,        -0.357695,         0.190133,         0.167853
1237809600.000,2009-03-23 12:00:00,        -0.356452,         0.191003,         0.160159
1237896000.000,2009-03-24 12:00:00,        -0.353576,         0.190451,         0.166991
1237982400.000,2009-03-25 12:00:00,        -0.356212,         0.190719,         0.165212
1238068800.000,2009-03-26 12:00:00,        -0.353726,         0.192230,         0.167113
1238155200.000,2009-03-27 12:00:00,        -0.359142,         0.191398,         0.165510
1238241600.000,2009-03-28 12:00:00,        -0.354475,         0.185036,         0.160268
1238328000.000,2009-03-29 12:00:00,        -0.356012,         0.188675,         0.164802
1238414400.000,2009-03-30 12:00:00,        -0.355037,         0.186129,         0.157293
1238500800.000,2009-03-31 12:00:00,        -0.355832,         0.187831,         0.167352
1238587200.000,2009-04-01 12:00:00,        -0.353858,         0.191843,         0.165442
1238673600.000,2009-04-02 12:00:00,        -0.356385,         0.187915,         0.166438
1238760000.000,2009-04-03 12:00:00,        -0.354071,         0.190737,         0.168474
1238846400.000,2009-04-04 12:00:00,        -0.354246,         0.183009,         0.162504
1238932800.000,2009-04-05 12:00:00,        -0.357001,         0.184531,         0.157934
1239019200.000,2009-04-06 12:00:00,        -0.355448,         0.186738,         0.156266
1239105600.000,2009-04-07 12:00:00,        -0.356346,         0.188307,         0.165612
1239192000.000,2009-04-08 12:00:00,        -0.354753,         0.185734,         0.164146
1239278400.000,2009-04-09 12:00:00,        -0.352994,         0.186046,         0.169781
1239364800.000,2009-04-10 12:00:00,        -0.356764,         0.185373,         0.165688
1239451200.000,2009-04-11 12:00:00,        -0.355196,         0.189219,         0.153695
1239537600.000,2009-04-12 12:00:00,        -0.353462,         0.188961,         0.162263
1239624000.000,2009-04-13 12:00:00,        -0.353308,         0.184878,         0.160582
1239710400.000,2009-04-14 12:00:00,        -0.353314,         0.184394,         0.152634
1239796800.000,2009-04-15 12:00:00,        -0.352858,         0.183571,         0.165738
1239883200.000,2009-04-16 12:00:00,        -0.353225,         0.187895,         0.167139
1239969600.000,2009-04-17 12:00:00,        -0.350277,         0.185827,         0.163434
1240056000.000,2009-04-18 12:00:00,        -0.354396,         0.186765,         0.156074
1240142400.000,2009-04-19 12:00:00,        -0.352167,         0.187075,         0.151768
1240228800.000,2009-04-20 12:00:00,        -0.352707,         0.186384,         0.155444
1240315200.000,2009-04-21 12:00:00,        -0.347234,         0.186031,         0.168012
1240401600.000,2009-04-22 12:00:00,        -0.350690,         0.188671,         0.176113
1240488000.000,2009-04-23 12:00:00,        -0.351832,         0.182583,         0.150438
1240574400.000,2009-04-24 12:00:00,        -0.349765,         0.186651,         0.160322
1240660800.000,2009-04-25 12:00:00,        -0.352754,         0.183938,         0.172749
1240747200.000,2009-04-26 12:00:00,        -0.350682,         0.184945,         0.154441
1240833600.000,2009-04-27 12:00:00,        -0.347241,         0.183169,         0.168784
1240920000.000,2009-04-28 12:00:00,        -0.350887,         0.183726,         0.162085
1241006400.000,2009-04-29 12:00:00,        -0.349297,         0.186247,         0.157455
1241092800.000,2009-04-30 12:00:00,        -0.352993,         0.186620,         0.157941
1241179200.000,2009-05-01 12:00:00,        -0.351038,         0.185433,         0.155985
1241265600.000,2009-05-02 12:00:00,        -0.350316,         0.185850,         0.162925
1241352000.000,2009-05-03 12:00:00,        -0.349207,         0.186253,         0.159080
1241438400.000,2009-05-04 12:00:00,        -0.347045,         0.186603,         0.164037
1241524800.000,2009-05-05 12:00:00,        -0.350028,         0.185980,         0.162173
1241611200.000,2009-05-06 12:00:00,        -0.350075,         0.184180,         0.157066
1241697600.000,2009-05-07 12:00:00,        -0.349435,         0.183622,         0.161165
1241784000.000,2009-05-08 12:00:00,        -0.349981,         0.184669,         0.163702
1241870400.000,2009-05-09 12:00:00,        -0.345013,         0.187397,         0.165760
1241956800.000,2009-05-10 12:00:00,        -0.349623,         0.185809,         0.154081
1242043200.000,2009-05-11 12:00:00,        -0.347204,         0.182637,         0.158182
1242129600.000,2009-05-12 12:00:00,        -0.347102,         0.181786,         0.158368
1242216000.000,2009-05-13 12:00:00,        -0.350369,         0.182461,         0.165777
1242302400.000,2009-05-14 12:00:00,        -0.346064,         0.185554,         0.154186
1242388800.000,2009-05-15 12:00:00,        -0.347417,         0.182732,         0.157663
1242475200.000,2009-05-16 12:00:00,        -0.345525,         0.183149,         0.158430
1242561600.000,2009-05-17 12:00:00,        -0.348610,         0.184124,         0.153152
1242648000.000,2009-05-18 12:00:00,        -0.348732,         0.182775,         0.158157
1242734400.000,2009-05-19 12:00:00,        -0.349161,         0.187319,         0.161907
1242820800.000,2009-05-20 12:00:00,        -0.340973,         0.185395,         0.171710
1242907200.000,2009-05-21 12:00:00,        -0.346296,         0.183177,         0.170267
1242993600.000,2009-05-22 12:00:00,        -0.345343,         0.181745,         0.141867
1243080000.000,2009-05-23 12:00:00,        -0.347453,         0.182334,         0.148107
1243166400.000,2009-05-24 12:00:00,        -0.346784,         0.178271,         0.152741
1243252800.000,2009-05-25 12:00:00,        -0.346714,         0.183615,         0.155684
1243339200.000,2009-05-26 12:00:00,        -0.346445,         0.182886,         0.137356
1243425600.000,2009-05-27 12:00:00,        -0.345652,         0.183173,         0.153458
1243512000.000,2009-05-28 12:00:00,        -0.349292,         0.180135,         0.151341
1243598400.000,2009-05-29 12:00:00,        -0.345373,         0.180288,         0.153197
1243684800.000,2009-05-30 12:00:00,        -0.344284,         0.180299,         0.159706
1243771200.000,2009-05-31 12:00:00,        -0.340035,         0.181723,         0.162655
1243857600.000,2009-06-01 12:00:00,        -0.342537,         0.180466,         0.157783
1243944000.000,2009-06-02 12:00:00,        -0.343082,         0.182019,         0.158155
1244030400.000,2009-06-03 12:00:00,        -0.346500,         0.180797,         0.154696
1244116800.000,2009-06-04 12:00:00,        -0.343336,         0.182040,         0.159755
1244203200.000,2009-06-05 12:00:00,        -0.344207,         0.181303,         0.150097
1244289600.000,2009-06-06 12:00:00,        -0.341491,         0.182417,         0.155438
1244376000.000,2009-06-07 12:00:00,        -0.342677,         0.179718,         0.139299
1244462400.000,2009-06-08 12:00:00,        -0.343929,         0.178736,         0.148724
1244548800.000,2009-06-09 12:00:00,        -0.343503,         0.179601,         0.157912
1244635200.000,2009-06-10 12:00:00,        -0.345836,         0.182117,         0.156006
1244721600.000,2009-06-11 12:00:00,        -0.343599,         0.181769,         0.150757
1244808000.000,2009-06-12 12:00:00,        -0.340865,         0.184704,         0.147927
1244894400.000,2009-06-13 12:00:00,        -0.341773,         0.181606,         0.157793
1244980800.000,2009-06-14 12:00:00,        -0.344473,         0.179567,         0.157268
1245067200.000,2009-06-15 12:00:00,        -0.344111,         0.179635,         0.151319
1245153600.000,2009-06-16 12:00:00,        -0.341647,         0.183202,         0.156146
1245240000.000,2009-06-17 12:00:00,        -0.343123,         0.180932,         0.153154
1245326400.000,2009-06-18 12:00:00,        -0.341924,         0.175779,         0.149745
1245412800.000,2009-06-19 12:00:00,        -0.338836,         0.179359,         0.140910
1245499200.000,2009-06-20 12:00:00,        -0.344345,         0.178096,         0.153561
1245585600.000,2009-06-21 12:00:00,        -0.342050,         0.170227,         0.150204
1245672000.000,2009-06-22 12:00:00,        -0.338663,         0.179510,         0.147691
1245758400.000,2009-06-23 12:00:00,        -0.340693,         0.176376,         0.134380
1245844800.000,2009-06-24 12:00:00,        -0.337373,         0.181227,         0.148678
1245931200.000,2009-06-25 12:00:00,        -0.341017,         0.180437,         0.152750
1246017600.000,2009-06-26 12:00:00,        -0.344467,         0.180293,         0.139938
1246104000.000,2009-06-27 12:00:00,        -0.339752,         0.178551,         0.141944
1246190400.000,2009-06-28 12:00:00,        -0.341977,         0.179125,         0.140776
1246276800.000,2009-06-29 12:00:00,        -0.343349,         0.179734,         0.139919
1246363200.000,2009-06-30 12:00:00,        -0.341719,         0.178480,         0.149987
1246449600.000,2009-07-01 12:00:00,        -0.341512,         0.177520,         0.145852
1246536000.000,2009-07-02 12:00:00,        -0.340789,         0.176831,         0.145274
1246622400.000,2009-07-03 12:00:00,        -0.343070,         0.179138,         0.143379
1246708800.000,2009-07-04 12:00:00,        -0.340744,         0.177469,         0.139986
1246795200.000,2009-07-05 12:00:00,        -0.337352,         0.172244,         0.147075
1246881600.000,2009-07-06 12:00:00,        -0.338842,         0.176285,         0.148470
1246968000.000,2009-07-07 12:00:00,        -0.339324,         0.177936,         0.142560
1247054400.000,2009-07-08 12:00:00,        -0.335738,         0.176672,         0.152735
1247140800.000,2009-07-09 12:00:00,        -0.338432,         0.175624,         0.153313
1247227200.000,2009-07-10 12:00:00,        -0.338164,         0.178767,         0.150885
1247313600.000,2009-07-11 12:00:00,        -0.337399,         0.177112,         0.140882
1247400000.000,2009-07-12 12:00:00,        -0.334835,         0.179636,         0.156108
1247486400.000,2009-07-13 12:00:00,        -0.336999,         0.179464,         0.146983
1247572800.000,2009-07-14 12:00:00,        -0.340651,         0.176338,         0.145675
1247659200.000,2009-07-15 12:00:00,        -0.339848,         0.175133,         0.138262
1247745600.000,2009-07-16 12:00:00,        -0.338768,         0.177376,         0.155022
1247832000.000,2009-07-17 12:00:00,        -0.339006,         0.174093,         0.140263
1247918400.000,2009-07-18 12:00:00,        -0.337564,         0.175014,         0.150518
1248004800.000,2009-07-19 12:00:00,        -0.334302,         0.177039,         0.140509
1248091200.000,2009-07-20 12:00:00,        -0.338000,         0.176966,         0.141242
1248177600.000,2009-07-21 12:00:00,        -0.338273,         0.175253,         0.143149
1248264000.000,2009-07-22 12:00:00,        -0.338784,         0.174884,         0.152107
1248350400.000,2009-07-23 12:00:00,        -0.338351,         0.175530,         0.162059
1248436800.000,2009-07-24 12:00:00,        -0.336279,         0.175604,         0.148867
1248523200.000,2009-07-25 12:00:00,        -0.335970,         0.178745,         0.140945
1248609600.000,2009-07-26 12:00:00,        -0.337291,         0.176493,         0.150352
1248696000.000,2009-07-27 12:00:00,        -0.334917,         0.178712,         0.156971
1248782400.000,2009-07-28 12:00:00,        -0.335982,         0.172487,         0.145169
1248868800.000,2009-07-29 12:00:00,        -0.334782,         0.173625,         0.145695
1248955200.000,2009-07-30 12:00:00,        -0.336312,         0.173011,         0.142490
1249041600.000,2009-07-31 12:00:00,        -0.337659,         0.174593,         0.149283
1249128000.000,2009-08-01 12:00:00,        -0.336045,         0.174250,         0.151679
1249214400.000,2009-08-02 12:00:00,        -0.332597,         0.173857,         0.136656
1249300800.000,2009-08-03 12:00:00,        -0.329761,         0.175238,         0.143754
1249387200.000,2009-08-04 12:00:00,        -0.332529,         0.169288,         0.137403
1249473600.000,2009-08-05 12:00:00,        -0.332813,         0.173195,         0.151598
1249560000.000,2009-08-06 12:00:00,        -0.336451,         0.172115,         0.150515
1249646400.000,2009-08-07 12:00:00,        -0.335614,         0.174252,         0.143452
1249732800.000,2009-08-08 12:00:00,        -0.333246,         0.176082,         0.129511
1249819200.000,2009-08-09 12:00:00,        -0.332542,         0.174623,         0.140772
1249905600.000,2009-08-10 12:00:00,        -0.334273,         0.173992,         0.143361
1249992000.000,2009-08-11 12:00:00,        -0.332085,         0.176647,         0.141658
1250078400.000,2009-08-12 12:00:00,        -0.331975,         0.179345,         0.151215
1250164800.000,2009-08-13 12:00:00,        -0.332137,         0.172158,         0.129516
1250251200.000,2009-08-14 12:00:00,        -0.328305,         0.176366,         0.139402
1250337600.000,2009-08-15 12:00:00,        -0.332468,         0.174475,         0.136112
1250424000.000,2009-08-16 12:00:00,        -0.333728,         0.171218,         0.138544
1250510400.000,2009-08-17 12:00:00,        -0.334441,         0.175848,         0.144912
1250596800.000,2009-08-18 12:00:00,        -0.328860,         0.176727,         0.156365
1250683200.000,2009-08-19 12:00:00,        -0.331072,         0.178653,         0.131999
1250769600.000,2009-08-20 12:00:00,        -0.332341,         0.175263,         0.150697
1250856000.000,2009-08-21 12:00:00,        -0.332940,         0.170777,         0.139827
1250942400.000,2009-08-22 12:00:00,        -0.337307,         0.171530,         0.147341
1251028800.000,2009-08-23 12:00:00,        -0.332693,         0.168341,         0.138109
1251115200.000,2009-08-24 12:00:00,        -0.334293,         0.172706,         0.137838
1251201600.000,2009-08-25 12:00:00,        -0.330572,         0.173214,         0.149291
1251288000.000,2009-08-26 12:00:00,        -0.330149,         0.169227,         0.136037
1251374400.000,2009-08-27 12:00:00,        -0.332418,         0.172387,         0.139575
1251460800.000,2009-08-28 12:00:00,        -0.332112,         0.173729,         0.140938
1251547200.000,2009-08-29 12:00:00,        -0.332089,         0.174806,         0.135225
1251633600.000,2009-08-30 12:00:00,        -0.327951,         0.171572,         0.130836
1251720000.000,2009-08-31 12:00:00,        -0.330059,         0.170364,         0.143064
1251806400.000,2009-09-01 12:00:00,        -0.330816,         0.174396,         0.138132
1251892800.000,2009-09-02 12:00:00,        -0.331596,         0.166530,         0.125065
1251979200.000,2009-09-03 12:00:00,        -0.330201,         0.170288,         0.138013
1252065600.000,2009-09-04 12:00:00,        -0.329530,         0.170798,         0.137131
1252152000.000,2009-09-05 12:00:00,        -0.330608,         0.169657,         0.132837
1252238400.000,2009-09-06 12:00:00,        -0.332882,         0.174170,         0.139321
1252324800.000,2009-09-07 12:00:00,        -0.328675,         0.172497,         0.134101
1252411200.000,2009-09-08 12:00:00,        -0.329623,         0.170828,         0.139696
1252497600.000,2009-09-09 12:00:00,        -0.327763,         0.171053,         0.128802
1252584000.000,2009-09-10 12:00:00,        -0.328971,         0.172166,         0.134323
1252670400.000,2009-09-11 12:00:00,        -0.332107,         0.171853,         0.136796
1252756800.000,2009-09-12 12:00:00,        -0.329133,         0.171365,         0.141338
1252843200.000,2009-09-13 12:00:00,        -0.331474,         0.167337,         0.143495
1252929600.000,2009-09-14 12:00:00,        -0.331029,         0.168979,         0.147766
1253016000.000,2009-09-15 12:00:00,        -0.327997,         0.169455,         0.145874
1253102400.000,2009-09-16 12:00:00,        -0.330564,         0.166130,         0.118150
1253188800.000,2009-09-17 12:00:00,        -0.329355,         0.169082,         0.132668
1253275200.000,2009-09-18 12:00:00,        -0.327612,         0.172383,         0.136631
1253361600.000,2009-09-19 12:00:00,        -0.328160,         0.166696,         0.128394
1253448000.000,2009-09-20 12:00:00,        -0.326044,         0.170522,         0.140198
1253534400.000,2009-09-21 12:00:00,        -0.328443,         0.172043,         0.142355
1253620800.000,2009-09-22 12:00:00,        -0.323870,         0.167130,         0.144849
1253707200.000,2009-09-23 12:00:00,        -0.322324,         0.171818,         0.152707
1253793600.000,2009-09-24 12:00:00,        -0.325038,         0.170083,         0.133699
1253880000.000,2009-09-25 12:00:00,        -0.325092,         0.169098,         0.142013
1253966400.000,2009-09-26 12:00:00,        -0.328367,         0.168651,         0.136310
1254052800.000,2009-09-27 12:00:00,        -0.324981,         0.166505,         0.125076
1254139200.000,2009-09-28 12:00:00,        -0.327006,         0.168027,         0.122333
1254225600.000,2009-09-29 12:00:00,        -0.329326,         0.168609,         0.126499
1254312000.000,2009-09-30 12:00:00,        -0.329016,         0.168923,         0.123348
1254398400.000,2009-10-01 12:00:00,        -0.327423,         0.169937,         0.131920
1254484800.000,2009-10-02 12:00:00,        -0.322840,         0.168230,         0.122996
1254571200.000,2009-10-03 12:00:00,        -0.322834,         0.169083,         0.139022
1254657600.000,2009-10-04 12:00:00,        -0.322496,         0.165704,         0.142202
1254744000.000,2009-10-05 12:00:00,        -0.325396,         0.170648,         0.134053
1254830400.000,2009-10-06 12:00:00,        -0.323296,         0.166833,         0.134278
1254916800.000,2009-10-07 12:00:00,        -0.324252,         0.168276,         0.153007
1255003200.000,2009-10-08 12:00:00,        -0.327556,         0.171322,         0.138132
1255089600.000,2009-10-09 12:00:00,        -0.324587,         0.173187,         0.131660
1255176000.000,2009-10-10 12:00:00,        -0.323659,         0.167751,         0.126759
1255262400.000,2009-10-11 12:00:00,        -0.325790,         0.165955,         0.140010
1255348800.000,2009-10-12 12:00:00,        -0.327185,         0.168494,         0.155105
1255435200.000,2009-10-13 12:00:00,        -0.326991,         0.169452,         0.140531
1255608000.000,2009-10-15 12:00:00,        -0.330307,         0.172029,         0.143872
1255694400.000,2009-10-16 12:00:00,        -0.324371,         0.166075,         0.123375
1255780800.000,2009-10-17 12:00:00,        -0.328394,         0.169025,         0.131486
1255867200.000,2009-10-18 12:00:00,        -0.325046,         0.163914,         0.124588
1255953600.000,2009-10-19 12:00:00,        -0.325181,         0.166315,         0.142421
1256040000.000,2009-10-20 12:00:00,        -0.323101,         0.168160,         0.127223
1256126400.000,2009-10-21 12:00:00,        -0.322375,         0.167656,         0.129668
1256212800.000,2009-10-22 12:00:00,        -0.325281,         0.166610,         0.125075
1256299200.000,2009-10-23 12:00:00,        -0.320371,         0.166659,         0.143553
1256385600.000,2009-10-24 12:00:00,        -0.325001,         0.168475,         0.132826
1256472000.000,2009-10-25 12:00:00,        -0.318514,         0.163509,         0.142573
1256558400.000,2009-10-26 12:00:00,        -0.320344,         0.170319,         0.148042
1256644800.000,2009-10-27 12:00:00,        -0.321929,         0.167340,         0.132053
1256731200.000,2009-10-28 12:00:00,        -0.320414,         0.163966,         0.139144
1256817600.000,2009-10-29 12:00:00,        -0.320739,         0.164281,         0.133324
1256904000.000,2009-10-30 12:00:00,        -0.320424,         0.167938,         0.130406
1256990400.000,2009-10-31 12:00:00,        -0.318383,         0.163750,         0.127527
1257163200.000,2009-11-02 12:00:00,        -0.323780,         0.163621,         0.132123
1257249600.000,2009-11-03 12:00:00,        -0.322681,         0.165369,         0.138018
1257336000.000,2009-11-04 12:00:00,        -0.321385,         0.162197,         0.130270
1257422400.000,2009-11-05 12:00:00,        -0.317498,         0.165671,         0.138227
1257508800.000,2009-11-06 12:00:00,        -0.321987,         0.163279,         0.123350
1257595200.000,2009-11-07 12:00:00,        -0.321606,         0.163181,         0.125853
1257681600.000,2009-11-08 12:00:00,        -0.319930,         0.167117,         0.126096
1257768000.000,2009-11-09 12:00:00,        -0.319382,         0.167860,         0.131586
1257854400.000,2009-11-10 12:00:00,        -0.320558,         0.164449,         0.142312
1257940800.000,2009-11-11 12:00:00,        -0.318911,         0.163193,         0.145825
1258027200.000,2009-11-12 12:00:00,        -0.321236,         0.167644,         0.138109
1258113600.000,2009-11-13 12:00:00,        -0.322749,         0.164211,         0.136642
1258200000.000,2009-11-14 12:00:00,        -0.319385,         0.168172,         0.134780
1258286400.000,2009-11-15 12:00:00,        -0.318000,         0.164186,         0.129538
1258372800.000,2009-11-16 12:00:00,        -0.316680,         0.164798,         0.120710
1258459200.000,2009-11-17 12:00:00,        -0.316281,         0.163411,         0.122139
1258545600.000,2009-11-18 12:00:00,        -0.318058,         0.160130,         0.112877
1258632000.000,2009-11-19 12:00:00,        -0.320092,         0.160529,         0.119693
1258718400.000,2009-11-20 12:00:00,        -0.317915,         0.164219,         0.131116
1258804800.000,2009-11-21 12:00:00,        -0.319629,         0.161524,         0.124762
1258891200.000,2009-11-22 12:00:00,        -0.317983,         0.162818,         0.123434
1258977600.000,2009-11-23 12:00:00,        -0.320151,         0.164031,         0.125678
1259064000.000,2009-11-24 12:00:00,        -0.317683,         0.164668,         0.114466
1259150400.000,2009-11-25 12:00:00,        -0.317152,         0.164806,         0.123113
1259236800.000,2009-11-26 12:00:00,        -0.317748,         0.165351,         0.113794
1259323200.000,2009-11-27 12:00:00,        -0.322409,         0.161554,         0.136218
1259409600.000,2009-11-28 12:00:00,        -0.320148,         0.161951,         0.108723
1259496000.000,2009-11-29 12:00:00,        -0.315491,         0.164622,         0.130767
1259582400.000,2009-11-30 12:00:00,        -0.316899,         0.164764,         0.119872
1259668800.000,2009-12-01 12:00:00,        -0.318817,         0.164595,         0.132127
1259755200.000,2009-12-02 12:00:00,        -0.316973,         0.162467,         0.124502
1259841600.000,2009-12-03 12:00:00,        -0.317791,         0.163734,         0.123583
1259928000.000,2009-12-04 12:00:00,        -0.322033,         0.160664,         0.120466
1260014400.000,2009-12-05 12:00:00,        -0.318411,         0.162029,         0.139618
1260100800.000,2009-12-06 12:00:00,        -0.318005,         0.163894,         0.113883
1260187200.000,2009-12-07 12:00:00,        -0.315575,         0.163598,         0.131469
1260273600.000,2009-12-08 12:00:00,        -0.313027,         0.165823,         0.115164
1260360000.000,2009-12-09 12:00:00,        -0.318015,         0.165288,         0.119324
1260446400.000,2009-12-10 12:00:00,        -0.316822,         0.162985,         0.116542
