#reqtime=1732323793.799,2024-11-23 01:03:13.799,UTC
#URL=http://hvointernal.wr.usgs.gov/valve3//valve3.jsp?&a=rawData&o=csv&tz=UTC&w=900&h=780&n=1&x.0=75&y.0=20&w.0=750&h.0=240&mh.0=900&chCnt.0=1&src.0=hvo_def_gps&st.0=20060101000000000&et.0=20241120235959999&lg.0=true&ch.0=359&dataTypes.0=1128.9026335198432&plotType.0=ts&rk.0=9&ds.0=None&dsInt.0=&sdt.0=&ct.0=2&bl.0=[none]&linetype.0=o&ysLMin.0=&ysLMax.0=&despike_period.0=&filter_arg1.0=&filter_arg2.0=&despike.0=F&detrend.0=F&dmo_fl.0=0&filter_arg3.0=&dmo_arithmetic.0=None&dmo_arithmetic_value.0=&dmo_db.0=1&debias_period.0=&east.0=T&north.0=T&up.0=T&length.0=F&v_hs.0=T&v_vs.0=F&v_se.0=T&displacementBeforeStartTime.0=&displacementBeforeEndTime.0=&displacementBeforeModel.0=m&displacementAfterStartTime.0=&displacementAfterEndTime.0=&displacementAfterModel.0=m&d_hs.0=T&d_vs.0=F&d_se.0=T&plotSeparately.0=true
#source=hvo_def_gps
#st= 189345600.000, et= 785419199.999, chCnt=1
Epoch,Date,HOVL_east,HOVL_north,HOVL_up
1208433600.000,2008-04-17 12:00:00,        -0.064149,         0.154062,         0.072394
1208520000.000,2008-04-18 12:00:00,        -0.064325,         0.155522,         0.080017
1208606400.000,2008-04-19 12:00:00,        -0.062733,         0.158172,         0.073035
1208692800.000,2008-04-20 12:00:00,        -0.064597,         0.157037,         0.079376
1208779200.000,2008-04-21 12:00:00,        -0.064590,         0.153199,         0.073971
1208865600.000,2008-04-22 12:00:00,        -0.063185,         0.155076,         0.074997
1208952000.000,2008-04-23 12:00:00,        -0.061378,         0.153506,         0.080892
1209038400.000,2008-04-24 12:00:00,        -0.063045,         0.152955,         0.081626
1209124800.000,2008-04-25 12:00:00,        -0.065538,         0.153419,         0.065797
1209211200.000,2008-04-26 12:00:00,        -0.059852,         0.157209,         0.082436
1209297600.000,2008-04-27 12:00:00,        -0.061333,         0.155474,         0.069478
1209384000.000,2008-04-28 12:00:00,        -0.063961,         0.155343,         0.068763
1209470400.000,2008-04-29 12:00:00,        -0.064772,         0.154460,         0.078336
1209556800.000,2008-04-30 12:00:00,        -0.062547,         0.155390,         0.077362
1209643200.000,2008-05-01 12:00:00,        -0.064349,         0.154432,         0.071792
1209729600.000,2008-05-02 12:00:00,        -0.063114,         0.152274,         0.075947
1209816000.000,2008-05-03 12:00:00,        -0.066581,         0.149515,         0.071824
1209902400.000,2008-05-04 12:00:00,        -0.062678,         0.151108,         0.059408
1209988800.000,2008-05-05 12:00:00,        -0.064583,         0.153536,         0.062709
1210075200.000,2008-05-06 12:00:00,        -0.062889,         0.153634,         0.065690
1210161600.000,2008-05-07 12:00:00,        -0.065627,         0.151165,         0.062521
1210248000.000,2008-05-08 12:00:00,        -0.063174,         0.153487,         0.053647
1210334400.000,2008-05-09 12:00:00,        -0.062306,         0.152076,         0.057273
1210420800.000,2008-05-10 12:00:00,        -0.062618,         0.150166,         0.059224
1210507200.000,2008-05-11 12:00:00,        -0.064443,         0.152538,         0.049614
1210593600.000,2008-05-12 12:00:00,        -0.062780,         0.154974,         0.056379
1210680000.000,2008-05-13 12:00:00,        -0.060412,         0.152320,         0.066659
1210766400.000,2008-05-14 12:00:00,        -0.062431,         0.149839,         0.062539
1210852800.000,2008-05-15 12:00:00,        -0.061345,         0.148655,         0.062963
1210939200.000,2008-05-16 12:00:00,        -0.061282,         0.151040,         0.061827
1211025600.000,2008-05-17 12:00:00,        -0.062143,         0.152738,         0.070062
1211112000.000,2008-05-18 12:00:00,        -0.062296,         0.153753,         0.061022
1211198400.000,2008-05-19 12:00:00,        -0.060504,         0.157956,         0.052746
1211284800.000,2008-05-20 12:00:00,        -0.061713,         0.148506,         0.046300
1211371200.000,2008-05-21 12:00:00,        -0.059553,         0.153285,         0.058075
1211457600.000,2008-05-22 12:00:00,        -0.061559,         0.152019,         0.062878
1211544000.000,2008-05-23 12:00:00,        -0.062320,         0.150575,         0.059962
1211630400.000,2008-05-24 12:00:00,        -0.064112,         0.148350,         0.053336
1211716800.000,2008-05-25 12:00:00,        -0.060801,         0.150395,         0.059356
1211803200.000,2008-05-26 12:00:00,        -0.060977,         0.149029,         0.061949
1211889600.000,2008-05-27 12:00:00,        -0.061292,         0.149561,         0.061449
1211976000.000,2008-05-28 12:00:00,        -0.060055,         0.152140,         0.063022
1212062400.000,2008-05-29 12:00:00,        -0.062398,         0.150223,         0.060238
1212148800.000,2008-05-30 12:00:00,        -0.061267,         0.147568,         0.057852
1212235200.000,2008-05-31 12:00:00,        -0.062739,         0.145607,         0.063897
1212321600.000,2008-06-01 12:00:00,        -0.061656,         0.148383,         0.063696
1212408000.000,2008-06-02 12:00:00,        -0.063693,         0.148058,         0.055133
1212494400.000,2008-06-03 12:00:00,        -0.064126,         0.148485,         0.056773
1212580800.000,2008-06-04 12:00:00,        -0.063383,         0.146573,         0.059188
1212667200.000,2008-06-05 12:00:00,        -0.062073,         0.148646,         0.050585
1212753600.000,2008-06-06 12:00:00,        -0.061487,         0.149150,         0.054128
1212840000.000,2008-06-07 12:00:00,        -0.061695,         0.148127,         0.048115
1212926400.000,2008-06-08 12:00:00,        -0.060264,         0.150522,         0.057408
1213012800.000,2008-06-09 12:00:00,        -0.061359,         0.149591,         0.058199
1213099200.000,2008-06-10 12:00:00,        -0.059572,         0.152793,         0.044651
1213185600.000,2008-06-11 12:00:00,        -0.062277,         0.147775,         0.064126
1213272000.000,2008-06-12 12:00:00,        -0.058586,         0.148180,         0.055131
1213358400.000,2008-06-13 12:00:00,        -0.059876,         0.144774,         0.056042
1213444800.000,2008-06-14 12:00:00,        -0.058147,         0.151601,         0.071229
1213531200.000,2008-06-15 12:00:00,        -0.060958,         0.147060,         0.068487
1213617600.000,2008-06-16 12:00:00,        -0.061725,         0.145090,         0.051220
1213704000.000,2008-06-17 12:00:00,        -0.061036,         0.147290,         0.056901
1213790400.000,2008-06-18 12:00:00,        -0.063241,         0.144304,         0.045743
1213876800.000,2008-06-19 12:00:00,        -0.063174,         0.147011,         0.050141
1213963200.000,2008-06-20 12:00:00,        -0.061101,         0.144423,         0.041196
1214049600.000,2008-06-21 12:00:00,        -0.061044,         0.144821,         0.047044
1214136000.000,2008-06-22 12:00:00,        -0.063222,         0.143894,         0.040559
1214222400.000,2008-06-23 12:00:00,        -0.063159,         0.143914,         0.075440
1214308800.000,2008-06-24 12:00:00,        -0.064975,         0.145086,         0.064170
1214395200.000,2008-06-25 12:00:00,        -0.065264,         0.145028,         0.054777
1214481600.000,2008-06-26 12:00:00,        -0.062993,         0.144150,         0.067132
1214568000.000,2008-06-27 12:00:00,        -0.062450,         0.143827,         0.080218
1214654400.000,2008-06-28 12:00:00,        -0.059425,         0.142432,         0.057849
1214740800.000,2008-06-29 12:00:00,        -0.057537,         0.141432,         0.056219
1214827200.000,2008-06-30 12:00:00,        -0.060719,         0.143383,         0.060309
1214913600.000,2008-07-01 12:00:00,        -0.058720,         0.138062,         0.059496
1215000000.000,2008-07-02 12:00:00,        -0.057555,         0.140663,         0.058393
1215086400.000,2008-07-03 12:00:00,        -0.059803,         0.140656,         0.051725
1215172800.000,2008-07-04 12:00:00,        -0.059545,         0.143244,         0.042611
1215259200.000,2008-07-05 12:00:00,        -0.057554,         0.147653,         0.050540
1215345600.000,2008-07-06 12:00:00,        -0.057421,         0.143925,         0.053551
1215432000.000,2008-07-07 12:00:00,        -0.054785,         0.149544,         0.040830
1215518400.000,2008-07-08 12:00:00,        -0.054813,         0.151084,         0.029667
1215604800.000,2008-07-09 12:00:00,        -0.054361,         0.147719,         0.042093
1215691200.000,2008-07-10 12:00:00,        -0.056293,         0.147357,         0.034324
1215777600.000,2008-07-11 12:00:00,        -0.056947,         0.149019,         0.040366
1215864000.000,2008-07-12 12:00:00,        -0.061189,         0.148870,         0.040830
1215950400.000,2008-07-13 12:00:00,        -0.059398,         0.149656,         0.037516
1216036800.000,2008-07-14 12:00:00,        -0.055592,         0.148125,         0.025758
1216123200.000,2008-07-15 12:00:00,        -0.062670,         0.146050,         0.026372
1216209600.000,2008-07-16 12:00:00,        -0.057044,         0.150331,         0.040986
1216296000.000,2008-07-17 12:00:00,        -0.058149,         0.149125,         0.032365
1216382400.000,2008-07-18 12:00:00,        -0.057713,         0.151908,         0.026374
1216468800.000,2008-07-19 12:00:00,        -0.056179,         0.152079,         0.031729
1216555200.000,2008-07-20 12:00:00,        -0.058235,         0.149093,         0.034887
1216641600.000,2008-07-21 12:00:00,        -0.056463,         0.150274,         0.023939
1216728000.000,2008-07-22 12:00:00,        -0.057018,         0.153640,         0.020275
1216814400.000,2008-07-23 12:00:00,        -0.055209,         0.147612,         0.013338
1216987200.000,2008-07-25 12:00:00,        -0.060491,         0.150885,         0.023696
1217073600.000,2008-07-26 12:00:00,        -0.056596,         0.151324,         0.002481
1217160000.000,2008-07-27 12:00:00,        -0.057205,         0.150157,         0.021162
1217246400.000,2008-07-28 12:00:00,        -0.058658,         0.150012,         0.012887
1217332800.000,2008-07-29 12:00:00,        -0.057372,         0.149393,        -0.002291
1217419200.000,2008-07-30 12:00:00,        -0.059673,         0.151092,         0.006330
1217505600.000,2008-07-31 12:00:00,        -0.055594,         0.151394,         0.005766
1217592000.000,2008-08-01 12:00:00,        -0.058377,         0.151838,         0.017181
1217678400.000,2008-08-02 12:00:00,        -0.055437,         0.152116,         0.026516
1217764800.000,2008-08-03 12:00:00,        -0.056969,         0.151124,         0.023408
1217851200.000,2008-08-04 12:00:00,        -0.054903,         0.151211,         0.006157
1217937600.000,2008-08-05 12:00:00,        -0.053261,         0.152830,         0.015612
1218024000.000,2008-08-06 12:00:00,        -0.055524,         0.153774,         0.005036
1218110400.000,2008-08-07 12:00:00,        -0.058139,         0.157028,        -0.012901
1218196800.000,2008-08-08 12:00:00,        -0.058064,         0.155320,        -0.017859
1218283200.000,2008-08-09 12:00:00,        -0.060425,         0.148211,         0.000190
1218369600.000,2008-08-10 12:00:00,        -0.058926,         0.145389,         0.002173
1218456000.000,2008-08-11 12:00:00,        -0.054639,         0.148527,        -0.009993
1218542400.000,2008-08-12 12:00:00,        -0.058128,         0.149894,        -0.004284
1218628800.000,2008-08-13 12:00:00,        -0.055447,         0.149735,         0.007366
1218715200.000,2008-08-14 12:00:00,        -0.056279,         0.150241,         0.002862
1218801600.000,2008-08-15 12:00:00,        -0.059490,         0.151074,         0.001005
1218888000.000,2008-08-16 12:00:00,        -0.059924,         0.151896,        -0.004198
1218974400.000,2008-08-17 12:00:00,        -0.058815,         0.150836,        -0.007224
1219060800.000,2008-08-18 12:00:00,        -0.057978,         0.149559,         0.002839
1219147200.000,2008-08-19 12:00:00,        -0.057584,         0.148318,        -0.000366
1219233600.000,2008-08-20 12:00:00,        -0.059511,         0.149732,        -0.000053
1219320000.000,2008-08-21 12:00:00,        -0.057296,         0.151403,        -0.001689
1219406400.000,2008-08-22 12:00:00,        -0.052455,         0.149683,        -0.005970
1219492800.000,2008-08-23 12:00:00,        -0.051547,         0.149572,        -0.005637
1219579200.000,2008-08-24 12:00:00,        -0.054536,         0.143924,         0.009014
1219665600.000,2008-08-25 12:00:00,        -0.049091,         0.144591,        -0.009559
1219752000.000,2008-08-26 12:00:00,        -0.055985,         0.147100,         0.002974
1219838400.000,2008-08-27 12:00:00,        -0.055495,         0.146894,        -0.005569
1219924800.000,2008-08-28 12:00:00,        -0.053552,         0.147923,         0.009393
1220011200.000,2008-08-29 12:00:00,        -0.058322,         0.147060,         0.001687
1220097600.000,2008-08-30 12:00:00,        -0.055743,         0.148684,        -0.003484
1220184000.000,2008-08-31 12:00:00,        -0.057628,         0.148943,        -0.005598
1220270400.000,2008-09-01 12:00:00,        -0.060128,         0.151147,        -0.004848
1220356800.000,2008-09-02 12:00:00,        -0.057058,         0.148883,        -0.012123
1220443200.000,2008-09-03 12:00:00,        -0.058636,         0.148083,        -0.004657
1220529600.000,2008-09-04 12:00:00,        -0.058322,         0.143292,        -0.002211
1220616000.000,2008-09-05 12:00:00,        -0.056468,         0.144393,        -0.000028
1220702400.000,2008-09-06 12:00:00,        -0.058621,         0.144102,        -0.008169
1220788800.000,2008-09-07 12:00:00,        -0.058804,         0.141447,        -0.022211
1220875200.000,2008-09-08 12:00:00,        -0.058752,         0.142375,        -0.020770
1220961600.000,2008-09-09 12:00:00,        -0.057670,         0.145426,        -0.018432
1221048000.000,2008-09-10 12:00:00,        -0.058084,         0.141431,        -0.007863
1221134400.000,2008-09-11 12:00:00,        -0.056967,         0.142516,        -0.013634
1221220800.000,2008-09-12 12:00:00,        -0.056338,         0.144391,        -0.012283
1221307200.000,2008-09-13 12:00:00,        -0.056978,         0.145440,        -0.030114
1221393600.000,2008-09-14 12:00:00,        -0.056016,         0.145186,        -0.015421
1221480000.000,2008-09-15 12:00:00,        -0.053317,         0.145834,        -0.022491
1221566400.000,2008-09-16 12:00:00,        -0.057241,         0.144385,        -0.015502
1221652800.000,2008-09-17 12:00:00,        -0.055504,         0.143651,        -0.022115
1221739200.000,2008-09-18 12:00:00,        -0.056831,         0.144964,        -0.003843
1221825600.000,2008-09-19 12:00:00,        -0.058101,         0.144934,        -0.017249
1221912000.000,2008-09-20 12:00:00,        -0.057086,         0.142186,        -0.014978
1221998400.000,2008-09-21 12:00:00,        -0.055983,         0.143406,        -0.021283
1222084800.000,2008-09-22 12:00:00,        -0.054635,         0.141153,        -0.020026
1222171200.000,2008-09-23 12:00:00,        -0.056212,         0.139211,        -0.012154
1222257600.000,2008-09-24 12:00:00,        -0.056823,         0.142287,        -0.017482
1222344000.000,2008-09-25 12:00:00,        -0.055487,         0.140809,        -0.009719
1222430400.000,2008-09-26 12:00:00,        -0.055123,         0.141253,        -0.012055
1222516800.000,2008-09-27 12:00:00,        -0.055700,         0.140831,         0.003255
1222603200.000,2008-09-28 12:00:00,        -0.054703,         0.140648,        -0.000323
1222689600.000,2008-09-29 12:00:00,        -0.055129,         0.142554,        -0.007684
1222776000.000,2008-09-30 12:00:00,        -0.054694,         0.138830,        -0.024196
1222862400.000,2008-10-01 12:00:00,        -0.053931,         0.139858,        -0.013821
1222948800.000,2008-10-02 12:00:00,        -0.052625,         0.138488,        -0.022164
1223035200.000,2008-10-03 12:00:00,        -0.055410,         0.142458,        -0.031231
1223121600.000,2008-10-04 12:00:00,        -0.056789,         0.140121,        -0.030970
1223208000.000,2008-10-05 12:00:00,        -0.056834,         0.137609,        -0.019605
1223294400.000,2008-10-06 12:00:00,        -0.055184,         0.134019,        -0.016188
1223380800.000,2008-10-07 12:00:00,        -0.054030,         0.138741,        -0.007886
1223467200.000,2008-10-08 12:00:00,        -0.054441,         0.138398,        -0.002707
1223553600.000,2008-10-09 12:00:00,        -0.052154,         0.139653,        -0.013558
1223640000.000,2008-10-10 12:00:00,        -0.052406,         0.137954,        -0.022509
1223726400.000,2008-10-11 12:00:00,        -0.053229,         0.138427,        -0.017085
1223812800.000,2008-10-12 12:00:00,        -0.055557,         0.138973,        -0.015277
1223899200.000,2008-10-13 12:00:00,        -0.052411,         0.138827,        -0.006253
1223985600.000,2008-10-14 12:00:00,        -0.052828,         0.139513,        -0.015474
1224072000.000,2008-10-15 12:00:00,        -0.053773,         0.136981,        -0.016607
1224158400.000,2008-10-16 12:00:00,        -0.053269,         0.137317,        -0.022857
1224244800.000,2008-10-17 12:00:00,        -0.057194,         0.132536,        -0.032408
1224331200.000,2008-10-18 12:00:00,        -0.054056,         0.136931,        -0.035768
1224417600.000,2008-10-19 12:00:00,        -0.056045,         0.137464,        -0.017772
1224504000.000,2008-10-20 12:00:00,        -0.053421,         0.137899,        -0.024823
1224590400.000,2008-10-21 12:00:00,        -0.052384,         0.137038,        -0.021234
1224676800.000,2008-10-22 12:00:00,        -0.052242,         0.138218,        -0.028346
1230811200.000,2009-01-01 12:00:00,        -0.051066,         0.129658,        -0.066425
1230897600.000,2009-01-02 12:00:00,        -0.049950,         0.124792,        -0.045961
1230984000.000,2009-01-03 12:00:00,        -0.050297,         0.125171,        -0.050685
1231070400.000,2009-01-04 12:00:00,        -0.046925,         0.126192,        -0.056885
1231156800.000,2009-01-05 12:00:00,        -0.052182,         0.126914,        -0.059698
1231243200.000,2009-01-06 12:00:00,        -0.052754,         0.127701,        -0.057845
1231329600.000,2009-01-07 12:00:00,        -0.049645,         0.126484,        -0.057869
1231416000.000,2009-01-08 12:00:00,        -0.051175,         0.124334,        -0.063966
1231502400.000,2009-01-09 12:00:00,        -0.051799,         0.125986,        -0.050138
1231588800.000,2009-01-10 12:00:00,        -0.050672,         0.125613,        -0.052993
1231675200.000,2009-01-11 12:00:00,        -0.052502,         0.125283,        -0.058461
1231761600.000,2009-01-12 12:00:00,        -0.050988,         0.124255,        -0.052746
1231848000.000,2009-01-13 12:00:00,        -0.049338,         0.123269,        -0.060388
1231934400.000,2009-01-14 12:00:00,        -0.052410,         0.125651,        -0.057610
1232020800.000,2009-01-15 12:00:00,        -0.052488,         0.121626,        -0.048697
1232107200.000,2009-01-16 12:00:00,        -0.059462,         0.123815,        -0.049925
1232193600.000,2009-01-17 12:00:00,        -0.052701,         0.124803,        -0.059604
1232280000.000,2009-01-18 12:00:00,        -0.050299,         0.123546,        -0.048845
1232366400.000,2009-01-19 12:00:00,        -0.051324,         0.123916,        -0.049865
1232452800.000,2009-01-20 12:00:00,        -0.051309,         0.124500,        -0.054677
1232539200.000,2009-01-21 12:00:00,        -0.050215,         0.124587,        -0.051697
1232625600.000,2009-01-22 12:00:00,        -0.050494,         0.124821,        -0.046163
1232712000.000,2009-01-23 12:00:00,        -0.051718,         0.122748,        -0.064555
1232798400.000,2009-01-24 12:00:00,        -0.052340,         0.122987,        -0.052744
1232884800.000,2009-01-25 12:00:00,        -0.050789,         0.121791,        -0.061622
1232971200.000,2009-01-26 12:00:00,        -0.050371,         0.122119,        -0.053633
1233057600.000,2009-01-27 12:00:00,        -0.050561,         0.122060,        -0.057898
1233144000.000,2009-01-28 12:00:00,        -0.051557,         0.121302,        -0.057645
1233230400.000,2009-01-29 12:00:00,        -0.052266,         0.119152,        -0.059083
1233316800.000,2009-01-30 12:00:00,        -0.051669,         0.121365,        -0.067486
1233403200.000,2009-01-31 12:00:00,        -0.052177,         0.121891,        -0.062002
1233489600.000,2009-02-01 12:00:00,        -0.050935,         0.121428,        -0.058343
1233576000.000,2009-02-02 12:00:00,        -0.052151,         0.121257,        -0.065235
1233662400.000,2009-02-03 12:00:00,        -0.051479,         0.124315,        -0.074680
1233748800.000,2009-02-04 12:00:00,        -0.051230,         0.126066,        -0.068209
1233835200.000,2009-02-05 12:00:00,        -0.052553,         0.121202,        -0.068405
1233921600.000,2009-02-06 12:00:00,        -0.052006,         0.121554,        -0.059707
1234008000.000,2009-02-07 12:00:00,        -0.051419,         0.121679,        -0.057379
1234094400.000,2009-02-08 12:00:00,        -0.051144,         0.119233,        -0.067336
1234180800.000,2009-02-09 12:00:00,        -0.050238,         0.123091,        -0.058061
1234267200.000,2009-02-10 12:00:00,        -0.049055,         0.123008,        -0.063631
1234353600.000,2009-02-11 12:00:00,        -0.049937,         0.124715,        -0.060392
1234440000.000,2009-02-12 12:00:00,        -0.050175,         0.120054,        -0.061979
1234526400.000,2009-02-13 12:00:00,        -0.049226,         0.124362,        -0.073691
1234612800.000,2009-02-14 12:00:00,        -0.045524,         0.124184,        -0.064404
1234699200.000,2009-02-15 12:00:00,        -0.046485,         0.122270,        -0.068145
1234785600.000,2009-02-16 12:00:00,        -0.050672,         0.118718,        -0.065705
1234872000.000,2009-02-17 12:00:00,        -0.050923,         0.120054,        -0.064092
1234958400.000,2009-02-18 12:00:00,        -0.048330,         0.121413,        -0.075578
1235044800.000,2009-02-19 12:00:00,        -0.050130,         0.119100,        -0.062121
1235131200.000,2009-02-20 12:00:00,        -0.053760,         0.116870,        -0.067134
1235217600.000,2009-02-21 12:00:00,        -0.053873,         0.119758,        -0.070255
1235304000.000,2009-02-22 12:00:00,        -0.052336,         0.119079,        -0.066912
1235390400.000,2009-02-23 12:00:00,        -0.049787,         0.122074,        -0.056740
1235476800.000,2009-02-24 12:00:00,        -0.049965,         0.122440,        -0.063836
1235563200.000,2009-02-25 12:00:00,        -0.052064,         0.119192,        -0.060394
1235649600.000,2009-02-26 12:00:00,        -0.051902,         0.116406,        -0.050147
1235736000.000,2009-02-27 12:00:00,        -0.051862,         0.117249,        -0.054807
1235822400.000,2009-02-28 12:00:00,        -0.048051,         0.118451,        -0.063056
1235908800.000,2009-03-01 12:00:00,        -0.046851,         0.121664,        -0.072655
1235995200.000,2009-03-02 12:00:00,        -0.049116,         0.120174,        -0.088209
1236081600.000,2009-03-03 12:00:00,        -0.046948,         0.118820,        -0.076373
1236168000.000,2009-03-04 12:00:00,        -0.048474,         0.118615,        -0.066689
1236254400.000,2009-03-05 12:00:00,        -0.048578,         0.116923,        -0.059393
1236340800.000,2009-03-06 12:00:00,        -0.050502,         0.117738,        -0.059128
1236427200.000,2009-03-07 12:00:00,        -0.048229,         0.119602,        -0.079617
1236513600.000,2009-03-08 12:00:00,        -0.051368,         0.119630,        -0.081903
1236600000.000,2009-03-09 12:00:00,        -0.052213,         0.116957,        -0.067116
1236686400.000,2009-03-10 12:00:00,        -0.049943,         0.116335,        -0.055347
1236772800.000,2009-03-11 12:00:00,        -0.050155,         0.117941,        -0.064818
1236859200.000,2009-03-12 12:00:00,        -0.050069,         0.116995,        -0.071603
1236945600.000,2009-03-13 12:00:00,        -0.049197,         0.118990,        -0.064037
1237032000.000,2009-03-14 12:00:00,        -0.052028,         0.117237,        -0.078170
1237204800.000,2009-03-16 12:00:00,        -0.050292,         0.116322,        -0.070523
1237291200.000,2009-03-17 12:00:00,        -0.047133,         0.119379,        -0.065312
1237377600.000,2009-03-18 12:00:00,        -0.052197,         0.113055,        -0.080618
1237464000.000,2009-03-19 12:00:00,        -0.049941,         0.116387,        -0.076372
1237550400.000,2009-03-20 12:00:00,        -0.051898,         0.115994,        -0.070986
1237636800.000,2009-03-21 12:00:00,        -0.049011,         0.116819,        -0.058587
1237723200.000,2009-03-22 12:00:00,        -0.046348,         0.118546,        -0.066836
1237809600.000,2009-03-23 12:00:00,        -0.046911,         0.117636,        -0.089418
1237896000.000,2009-03-24 12:00:00,        -0.045872,         0.118181,        -0.076777
1237982400.000,2009-03-25 12:00:00,        -0.048897,         0.120077,        -0.081720
1238068800.000,2009-03-26 12:00:00,        -0.046487,         0.117765,        -0.084263
1238155200.000,2009-03-27 12:00:00,        -0.049839,         0.115059,        -0.080151
1238241600.000,2009-03-28 12:00:00,        -0.045736,         0.114748,        -0.087745
1238328000.000,2009-03-29 12:00:00,        -0.044982,         0.117503,        -0.078722
1238414400.000,2009-03-30 12:00:00,        -0.048215,         0.114651,        -0.082295
1238500800.000,2009-03-31 12:00:00,        -0.046377,         0.115644,        -0.082367
1238587200.000,2009-04-01 12:00:00,        -0.046779,         0.116164,        -0.077679
1238673600.000,2009-04-02 12:00:00,        -0.048512,         0.115246,        -0.085589
1238760000.000,2009-04-03 12:00:00,        -0.047811,         0.116976,        -0.076800
1238846400.000,2009-04-04 12:00:00,        -0.045866,         0.113018,        -0.078164
1238932800.000,2009-04-05 12:00:00,        -0.050288,         0.113325,        -0.082235
1239019200.000,2009-04-06 12:00:00,        -0.047620,         0.115430,        -0.087018
1239105600.000,2009-04-07 12:00:00,        -0.049384,         0.114326,        -0.080262
1239192000.000,2009-04-08 12:00:00,        -0.048825,         0.112180,        -0.078894
1239278400.000,2009-04-09 12:00:00,        -0.048413,         0.112778,        -0.071977
1239364800.000,2009-04-10 12:00:00,        -0.050009,         0.112994,        -0.074237
1239451200.000,2009-04-11 12:00:00,        -0.048582,         0.113555,        -0.081035
1239537600.000,2009-04-12 12:00:00,        -0.049120,         0.115827,        -0.080030
1239624000.000,2009-04-13 12:00:00,        -0.047442,         0.113265,        -0.089400
1239710400.000,2009-04-14 12:00:00,        -0.045587,         0.115281,        -0.094641
1239796800.000,2009-04-15 12:00:00,        -0.046503,         0.109091,        -0.086059
1239883200.000,2009-04-16 12:00:00,        -0.048799,         0.112780,        -0.072031
1239969600.000,2009-04-17 12:00:00,        -0.045028,         0.111619,        -0.073482
1240056000.000,2009-04-18 12:00:00,        -0.048282,         0.111191,        -0.078896
1240142400.000,2009-04-19 12:00:00,        -0.050080,         0.109342,        -0.090404
1240228800.000,2009-04-20 12:00:00,        -0.049916,         0.110119,        -0.086929
1240315200.000,2009-04-21 12:00:00,        -0.044854,         0.112250,        -0.082143
1240401600.000,2009-04-22 12:00:00,        -0.050103,         0.114014,        -0.078172
1240488000.000,2009-04-23 12:00:00,        -0.048628,         0.107135,        -0.088884
1240574400.000,2009-04-24 12:00:00,        -0.046920,         0.110562,        -0.083709
1240660800.000,2009-04-25 12:00:00,        -0.050109,         0.112193,        -0.071744
1240747200.000,2009-04-26 12:00:00,        -0.048310,         0.108395,        -0.087116
1240833600.000,2009-04-27 12:00:00,        -0.043831,         0.107247,        -0.067577
1240920000.000,2009-04-28 12:00:00,        -0.047966,         0.108293,        -0.078643
1241006400.000,2009-04-29 12:00:00,        -0.046359,         0.110379,        -0.081890
1241092800.000,2009-04-30 12:00:00,        -0.048836,         0.112367,        -0.084940
1241179200.000,2009-05-01 12:00:00,        -0.047108,         0.111711,        -0.083896
1241265600.000,2009-05-02 12:00:00,        -0.046412,         0.110728,        -0.082449
1241352000.000,2009-05-03 12:00:00,        -0.044289,         0.111567,        -0.083483
1241438400.000,2009-05-04 12:00:00,        -0.043471,         0.111815,        -0.071926
1241524800.000,2009-05-05 12:00:00,        -0.044950,         0.112287,        -0.084340
1241611200.000,2009-05-06 12:00:00,        -0.043728,         0.110214,        -0.083889
1241697600.000,2009-05-07 12:00:00,        -0.044916,         0.110638,        -0.087810
1241784000.000,2009-05-08 12:00:00,        -0.046833,         0.109902,        -0.077251
1241870400.000,2009-05-09 12:00:00,        -0.045220,         0.110238,        -0.089116
1241956800.000,2009-05-10 12:00:00,        -0.048209,         0.110255,        -0.080405
1242043200.000,2009-05-11 12:00:00,        -0.045106,         0.108681,        -0.087735
1242129600.000,2009-05-12 12:00:00,        -0.044170,         0.109254,        -0.077720
1242216000.000,2009-05-13 12:00:00,        -0.044134,         0.110545,        -0.078340
1242302400.000,2009-05-14 12:00:00,        -0.045671,         0.109260,        -0.090111
1242388800.000,2009-05-15 12:00:00,        -0.046680,         0.106768,        -0.086554
1242475200.000,2009-05-16 12:00:00,        -0.044122,         0.109332,        -0.092928
1242561600.000,2009-05-17 12:00:00,        -0.046050,         0.108198,        -0.095379
1242648000.000,2009-05-18 12:00:00,        -0.050399,         0.106569,        -0.088018
1242734400.000,2009-05-19 12:00:00,        -0.048623,         0.111572,        -0.073404
1242820800.000,2009-05-20 12:00:00,        -0.043318,         0.109619,        -0.070789
1242907200.000,2009-05-21 12:00:00,        -0.046128,         0.108086,        -0.082172
1242993600.000,2009-05-22 12:00:00,        -0.047728,         0.106264,        -0.100425
1243080000.000,2009-05-23 12:00:00,        -0.047926,         0.107020,        -0.097217
1243166400.000,2009-05-24 12:00:00,        -0.044223,         0.104331,        -0.089955
1243252800.000,2009-05-25 12:00:00,        -0.044761,         0.106798,        -0.087569
1243339200.000,2009-05-26 12:00:00,        -0.047450,         0.108507,        -0.102671
1243425600.000,2009-05-27 12:00:00,        -0.048179,         0.107364,        -0.093807
1243512000.000,2009-05-28 12:00:00,        -0.045426,         0.107136,        -0.093870
1243598400.000,2009-05-29 12:00:00,        -0.045149,         0.105942,        -0.080808
1243684800.000,2009-05-30 12:00:00,        -0.043313,         0.105615,        -0.085645
